,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.86,0.4,1.0,0.35,0.91,0.92,1.0,0.88,0.88,0.97,0.96,0.83,0.73,0.99
chrysalis.csv,0.5,0.77,0.75,0.6,0.68,0.5,0.63,0.8,0.6,1.0,0.47,0.5,1.0,0.3
etics.csv,0.3,0.76,0.64,0.72,0.95,0.63,0.4,0.89,0.61,0.89,0.42,0.91,0.64,0.82
flexpay.csv,0.77,0.78,0.89,0.87,0.88,0.85,1.0,0.74,0.56,0.97,0.88,0.67,0.88,0.64
ifmo-game-1.csv,0.69,0.78,1.0,0.64,1.0,0.29,0.68,0.95,0.7,0.7,0.89,0.95,0.8,0.93
jcl.csv,0.7,0.62,0.93,0.35,0.86,0.71,0.73,0.91,0.65,0.72,0.77,0.34,0.4,0.85
linuxsh.csv,0.98,0.73,0.36,0.8,1.0,0.71,0.35,0.84,0.67,1.0,0.68,0.19,0.7,0.97
mvdsv.csv,0.92,0.99,1.0,0.77,0.75,0.86,0.03,0.73,0.97,0.94,0.73,1.0,0.73,0.93
openmeetings.csv,0.5,0.6,0.74,0.21,0.9,0.6,1.02,0.72,0.61,0.73,0.68,0.69,0.89,0.74
plato.csv,0.93,0.87,1.0,0.94,0.81,0.99,1.0,0.33,0.9,1.0,0.91,1.0,0.94,0.76
projecteqemu.csv,0.44,0.57,0.88,0.44,0.86,0.6,0.63,0.81,0.59,0.89,0.42,0.93,0.53,0.78
scite-ru.csv,1.0,0.75,0.55,0.87,0.62,0.83,0.7,0.77,0.95,0.77,0.76,1.33,0.99,0.76
uclmda.csv,0.95,0.9,0.92,0.92,0.87,1.0,1.0,0.94,0.85,1.0,0.97,0.01,0.86,0.96
vrjuggler.csv,0.92,0.74,1.0,0.93,0.83,1.01,1.0,0.83,0.77,0.49,0.83,0.45,0.87,0.86
