,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.3,0.53,0.9,0.23,0.36
k3b.csv,0.63,0.6,0.74,0.55,0.68
myfaces.csv,0.26,0.58,0.38,0.73,0.47
robocode.csv,0.67,0.48,0.58,0.7,0.62
zildo.csv,0.4,0.7,0.8,0.42,0.55
