,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,97.5,95.5,249.5,229.5,193.0,97.5,256.5
bibedt.csv,97.5,95.5,243.5,351.0,193.0,97.5,1194.0
fulguro.csv,97.5,0.0,794.5,383.0,95.5,99.0,428.5
glelite.csv,97.5,489.5,794.5,546.0,193.0,99.0,895.5
go.csv,97.5,95.5,330.0,263.5,193.0,98.5,1548.0
libmesh.csv,0.0,264.0,175.5,284.5,95.5,0.0,1123.5
moving-pictures.csv,97.5,194.0,437.5,273.5,193.0,98.5,606.5
