,xharbour.csv,graphmak.csv,megasquirtavr.csv,pdfedit.csv,atomsite.csv,hazelcast.csv,betoffice.csv,bnetd.csv,twostep.csv,stajistics.csv
atomsite.csv,98.5,643.5,245.5,814.5,379.0,97.5,279.5,98.5,196.5,196.0
betoffice.csv,97.5,551.5,391.5,1631.5,285.5,99.0,616.5,98.5,284.0,1411.0
bnetd.csv,98.5,731.0,292.5,1092.5,280.5,99.0,846.5,98.5,196.5,196.0
graphmak.csv,96.5,173.0,95.5,1233.5,433.0,93.5,1068.0,98.5,97.5,196.0
hazelcast.csv,98.5,716.0,95.5,814.5,379.0,97.5,376.0,186.0,196.5,196.0
megasquirtavr.csv,98.5,731.0,292.5,916.5,283.5,99.0,757.5,98.5,284.0,196.0
pdfedit.csv,97.5,542.0,291.0,395.5,280.5,99.0,524.0,98.5,190.5,196.0
stajistics.csv,97.5,456.5,194.5,1885.0,379.0,97.5,376.0,98.5,196.5,97.5
twostep.csv,98.5,639.5,194.5,1092.5,379.0,196.5,471.5,279.5,97.5,196.0
xharbour.csv,98.5,544.0,194.5,814.5,185.0,94.5,563.0,279.5,97.5,97.5
