,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.57,0.5,0.32,0.06,0.33,0.38,0.55,0.32,0.02,0.11,0.44,0.66,0.52,0.51,0.37,0.58,0.32,0.46,0.25
all-plasm.csv,0.58,0.05,0.16,0.08,0.0,0.16,0.2,0.33,0.03,0.18,0.73,0.38,0.41,0.35,0.6,0.29,0.54,0.08,0.41
awemud.csv,0.76,0.73,0.29,0.19,0.68,0.32,0.55,0.29,0.01,0.1,0.3,0.2,0.5,0.5,0.51,0.44,0.64,0.43,0.19
buddata-ebxml-registry.csv,0.82,0.78,0.38,0.47,0.89,0.86,0.55,0.3,0.01,0.16,0.59,0.5,0.49,0.75,0.76,0.64,0.96,0.59,0.61
bullet.csv,0.75,0.54,0.25,0.6,0.47,0.78,0.51,0.19,0.02,0.2,0.37,0.5,0.38,0.45,0.73,0.51,0.3,0.47,0.58
dvd-create.csv,0.66,0.75,0.27,0.25,0.88,0.78,0.49,0.33,0.01,0.15,0.5,0.29,0.47,0.73,0.76,0.65,0.76,0.6,0.65
gbif-indexingtoolkit.csv,0.71,0.35,0.27,0.37,0.47,0.33,0.33,0.4,0.0,0.04,0.58,0.27,0.22,0.54,0.57,0.43,0.3,0.47,0.07
go.csv,0.79,0.79,0.36,0.19,0.57,0.66,0.61,0.26,0.01,0.16,0.59,0.58,0.51,0.63,0.56,0.61,0.7,0.59,0.66
gss.csv,0.77,0.75,0.38,0.54,0.83,0.86,0.52,0.3,0.01,0.13,0.48,0.48,0.47,0.76,0.8,0.64,0.84,0.63,0.62
jmule.csv,0.82,0.76,0.45,0.28,0.74,0.54,0.56,0.25,0.0,0.14,0.64,0.6,0.48,0.65,0.66,0.61,0.75,0.58,0.83
kwave.csv,0.78,0.78,0.43,0.4,0.89,0.67,0.54,0.32,0.01,0.14,0.58,0.47,0.48,0.77,0.78,0.62,0.9,0.59,0.64
libarchive.csv,0.77,0.78,0.27,0.28,0.82,0.78,0.58,0.32,0.01,0.12,0.6,0.62,0.51,0.74,0.7,0.57,0.91,0.65,0.6
linux-ntfs.csv,0.7,0.61,0.26,0.68,0.79,0.72,0.39,0.36,0.01,0.15,0.48,0.51,0.46,0.58,0.74,0.63,0.57,0.55,0.59
lsb.csv,0.75,0.59,0.24,0.7,0.84,0.69,0.45,0.29,0.01,0.3,0.57,0.63,0.42,0.5,0.68,0.62,0.28,0.57,0.42
mp-rechnungs-und-kundenverwaltung.csv,0.52,0.47,0.26,0.19,0.33,0.67,0.6,0.25,0.02,0.0,0.48,0.35,0.49,0.6,0.58,0.57,0.44,0.59,0.56
qcad2.csv,0.58,0.5,0.31,0.23,0.3,0.52,0.67,0.29,0.01,0.15,0.61,0.6,0.56,0.62,0.73,0.62,0.36,0.68,0.61
qtwin.csv,0.16,0.0,0.0,0.0,0.0,0.08,0.15,0.26,0.05,0.0,0.39,0.2,0.2,0.43,0.28,0.48,0.32,0.0,0.45
stemkit.csv,0.17,0.44,0.19,0.51,0.21,0.46,0.04,0.33,0.02,0.34,0.56,0.6,0.17,0.42,0.65,0.31,0.45,0.4,0.08
xinity.csv,0.55,0.73,0.42,0.22,0.78,0.46,0.32,0.31,0.0,0.05,0.59,0.42,0.43,0.8,0.69,0.51,0.71,0.53,0.58
