,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.0,1.0,0.0,14.0,0.0,0.0,2.0,0.0,233.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
all-plasm.csv,0.0,1.0,4.0,3.0,91.0,0.0,5.0,2.0,215.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
awemud.csv,1.0,0.0,2.0,16.0,0.0,0.0,9.0,2.0,217.0,24.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0
buddata-ebxml-registry.csv,1.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,1438.0,8.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,7.0
bullet.csv,2.0,2.0,3.0,4.0,0.0,0.0,2.0,1.0,114.0,3.0,1.0,28.0,10.0,0.0,0.0,0.0,0.0,5.0,5.0
dvd-create.csv,2.0,2.0,8.0,1.0,0.0,0.0,6.0,3.0,748.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0
gbif-indexingtoolkit.csv,1.0,1.0,2.0,1.0,0.0,1.0,20.0,1.0,1528.0,48.0,1.0,1.0,13.0,0.0,0.0,0.0,2.0,4.0,0.0
go.csv,1.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,514.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
gss.csv,2.0,3.0,0.0,4.0,1.0,1.0,3.0,7.0,847.0,2.0,1.0,41.0,0.0,1.0,0.0,1.0,0.0,2.0,7.0
jmule.csv,1.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,1950.0,15.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0
kwave.csv,2.0,4.0,0.0,1.0,0.0,2.0,8.0,0.0,1049.0,1.0,1.0,70.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0
libarchive.csv,3.0,0.0,1.0,12.0,0.0,0.0,4.0,1.0,798.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0
linux-ntfs.csv,1.0,1.0,2.0,1.0,0.0,0.0,12.0,1.0,56.0,4.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
lsb.csv,1.0,3.0,0.0,0.0,0.0,2.0,4.0,6.0,509.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0
mp-rechnungs-und-kundenverwaltung.csv,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,225.0,77.0,1.0,5.0,7.0,1.0,0.0,0.0,0.0,2.0,5.0
qcad2.csv,1.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,363.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
qtwin.csv,2.0,123.0,71.0,181.0,91.0,2.0,0.0,5.0,28.0,77.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,116.0,0.0
stemkit.csv,6.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,277.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0
xinity.csv,2.0,4.0,0.0,1.0,0.0,1.0,10.0,1.0,1634.0,20.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,6.0,4.0
