,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.41,0.16,0.15,0.19,0.23,0.2,0.04,0.39,0.41,0.35,0.17,0.06
archive-crawler.csv,0.24,0.24,0.14,0.17,0.27,0.24,0.26,0.22,0.52,0.31,0.63,0.08
blue-c.csv,0.76,0.66,0.72,0.53,0.57,0.16,0.21,0.43,0.76,0.64,0.53,0.86
dynalloy.csv,0.82,0.26,0.49,0.53,0.75,0.12,0.45,0.8,0.51,0.67,0.57,0.65
jcae.csv,0.21,0.2,0.2,0.28,0.07,0.16,0.12,0.16,0.17,0.45,0.37,0.07
kmatplot.csv,0.25,0.38,0.65,0.96,0.0,0.72,0.26,0.2,0.25,0.44,0.47,1.0
mscore.csv,0.79,0.98,0.91,0.81,0.41,0.44,0.31,0.55,0.65,0.8,0.9,0.77
nosleepsoftware.csv,0.01,0.04,0.0,0.26,0.02,0.08,0.24,0.06,0.02,0.07,0.13,0.03
openmalaria.csv,0.52,0.6,0.85,0.72,0.18,0.4,0.46,0.22,0.55,0.58,0.73,0.64
popeye-chess.csv,0.31,0.25,0.66,0.49,0.18,0.24,0.34,0.22,0.44,0.49,0.7,0.47
riff-evolve.csv,0.4,0.15,0.71,0.34,0.23,0.0,0.09,0.14,0.24,0.38,0.43,0.54
virtuoso.csv,0.73,0.99,0.99,1.0,0.16,1.0,0.81,1.0,1.0,0.96,0.97,0.22
