,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.44,0.31,0.49,0.0,0.53,0.8,0.23,0.54,0.57,0.54,0.73,0.34
archive-crawler.csv,0.49,0.35,0.6,0.07,0.74,0.65,0.58,0.47,0.59,0.55,0.63,0.43
blue-c.csv,0.57,0.65,0.62,0.0,0.76,0.78,0.56,0.66,0.55,0.54,0.76,0.44
dynalloy.csv,0.46,0.75,0.55,0.07,0.54,0.52,0.45,0.47,0.63,0.57,0.66,0.45
jcae.csv,0.52,0.2,0.95,0.07,0.27,0.64,0.38,0.43,0.47,0.63,0.5,0.34
kmatplot.csv,0.84,0.38,0.68,0.17,0.04,0.6,0.43,0.4,0.38,0.6,0.56,0.0
mscore.csv,0.55,0.09,0.33,0.4,0.73,0.78,0.72,0.75,0.63,0.55,0.36,0.58
nosleepsoftware.csv,0.09,0.0,0.0,0.7,0.0,0.0,0.27,0.09,0.06,0.11,0.0,0.0
openmalaria.csv,0.68,0.56,0.47,0.53,0.69,0.73,0.72,0.75,0.65,0.62,0.56,0.58
popeye-chess.csv,0.57,0.41,0.56,0.5,0.66,0.63,0.66,0.56,0.72,0.65,0.64,0.55
riff-evolve.csv,0.67,0.49,0.63,0.0,0.68,0.42,0.46,0.38,0.69,0.46,0.61,0.71
virtuoso.csv,0.59,0.05,0.05,0.0,0.69,0.0,0.5,0.0,0.0,0.17,0.13,0.63
