,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.19,0.48,0.25,0.0,0.63,0.83,0.89,0.52,0.58,0.39,0.75,0.6
archive-crawler.csv,0.3,0.42,0.31,0.11,0.68,0.76,0.76,0.62,0.54,0.41,0.46,0.59
blue-c.csv,0.21,0.42,0.12,0.0,0.57,0.85,0.78,0.57,0.51,0.29,0.54,0.24
dynalloy.csv,0.17,0.62,0.11,0.04,0.45,0.82,0.59,0.42,0.57,0.3,0.48,0.18
jcae.csv,0.34,0.33,0.36,0.07,0.73,0.82,0.8,0.67,0.7,0.38,0.48,0.55
kmatplot.csv,0.44,0.34,0.14,0.25,1.0,0.58,0.69,0.6,0.57,0.37,0.46,0.22
mscore.csv,0.21,0.36,0.11,0.19,0.6,0.7,0.78,0.58,0.55,0.33,0.44,0.27
nosleepsoftware.csv,0.67,0.0,0.0,0.48,0.0,0.0,0.59,0.5,0.71,0.33,0.0,0.0
openmalaria.csv,0.25,0.37,0.12,0.24,0.74,0.7,0.71,0.74,0.56,0.33,0.42,0.25
popeye-chess.csv,0.29,0.45,0.1,0.26,0.73,0.75,0.74,0.67,0.63,0.37,0.48,0.26
riff-evolve.csv,0.28,0.62,0.12,0.0,0.7,1.0,0.86,0.67,0.74,0.32,0.5,0.32
virtuoso.csv,0.21,0.37,0.1,0.25,0.77,0.55,0.6,0.45,0.49,0.3,0.4,0.45
