,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.41,1.0,0.06,1.0,0.02,0.28,0.04
k3d.csv,0.57,0.0,0.97,1.0,0.03,0.0,0.0
massiv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0
net-snmp.csv,1.0,0.45,0.15,0.47,0.0,0.16,0.02
patterntesting.csv,0.55,0.5,0.29,0.97,0.02,0.17,0.04
t-2.csv,0.44,0.49,0.16,0.3,0.01,1.0,0.03
xreal.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0
