,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.25,0.0,0.17,0.0,0.25,0.13,0.38
k3d.csv,0.06,0.03,0.01,0.0,0.06,0.03,0.12
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
net-snmp.csv,0.0,0.74,0.35,0.4,0.34,0.38,0.45
patterntesting.csv,0.35,0.03,0.23,0.02,0.27,0.33,0.39
t-2.csv,0.96,0.65,0.76,0.83,0.87,0.0,0.91
xreal.csv,0.0,0.0,0.02,0.0,0.04,0.0,0.0
