,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.26,0.97,0.09,0.09,0.75,0.42,0.6
k3d.csv,0.12,0.0,1.0,0.04,0.29,0.0,0.0
massiv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0
net-snmp.csv,0.96,0.56,0.4,0.58,0.0,0.54,0.42
patterntesting.csv,0.56,0.05,0.57,0.97,0.75,0.5,0.6
t-2.csv,0.17,0.63,0.57,0.39,0.43,0.94,0.33
xreal.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0
