,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.22,0.96,0.07,0.07,0.75,0.37,0.6
k3d.csv,0.1,0.0,1.0,0.03,0.25,0.0,0.0
massiv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0
net-snmp.csv,0.95,0.79,0.37,0.57,0.0,0.52,0.4
patterntesting.csv,0.54,0.04,0.53,0.97,0.75,0.47,0.6
t-2.csv,0.93,0.79,0.87,0.57,1.0,0.93,1.0
xreal.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0
