,recall,precision,pf,wins
badtrinitycore.csv,0.37,0.44,0.36,10
bulmages.csv,0.28,0.39,0.11,14
forester-atv.csv,0.32,0.5,0.22,16
google-collections.csv,1.0,0.38,1.0,0
hannosset.csv,0.17,0.3,0.22,6
jbpm.csv,0.02,0.17,0.0,5
mevenide.csv,0.2,0.5,0.07,17
nassp.csv,0.29,0.5,0.11,18
open-media-library.csv,0.7,0.49,0.45,15
opendvr.csv,0.58,0.45,0.38,13
openefm.csv,0.59,0.46,0.5,11
oppna-program-hsatools.csv,0.69,0.41,0.52,8
paintown.csv,0.76,0.38,0.72,4
projectfactory.csv,0.52,0.52,0.46,12
smbopensoft.csv,0.64,0.4,0.7,3
st-filteredstatistics.csv,0.76,0.38,0.75,2
thedata.csv,0.68,0.5,0.7,7
trackit.csv,0.33,0.32,0.46,1
wxstudio.csv,0.24,0.38,0.21,9
