,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.16,0.31,0.43,0.45,0.27,0.25,0.1,0.24,0.13,0.3,0.43,0.0,0.3,0.08,0.25,0.0,0.32,0.03,0.29,0.48
cornerstone.csv,0.24,0.13,0.16,0.13,0.09,0.23,0.25,0.15,0.01,0.0,0.34,0.22,0.07,0.05,0.0,0.06,0.3,0.24,0.23,0.05
emeraldemu.csv,0.31,0.17,0.29,0.64,0.09,0.07,0.08,0.1,0.06,0.11,0.6,0.0,0.02,0.0,0.0,0.0,0.07,0.0,0.08,0.05
grafx2.csv,0.35,0.3,0.37,0.3,0.27,0.47,0.4,0.38,0.36,0.26,0.6,0.62,0.52,0.16,0.72,0.12,0.35,0.18,0.22,0.41
jahshakafx.csv,0.14,0.11,0.29,0.15,0.09,0.05,0.05,0.35,0.15,0.13,0.47,0.0,0.11,0.05,0.25,0.12,0.14,0.39,0.16,0.14
kindb.csv,0.43,0.49,0.78,0.7,0.27,0.39,0.82,0.5,0.55,0.45,0.91,0.31,0.5,0.16,0.41,0.31,0.56,0.11,0.43,0.36
maya-work-in-progress.csv,0.69,0.55,0.51,0.33,0.64,0.4,0.65,0.58,0.66,0.15,0.89,0.43,0.54,0.29,0.44,0.12,0.66,0.5,0.62,0.43
netatalk.csv,0.71,0.67,0.55,0.98,0.09,0.29,0.48,0.25,0.32,0.62,0.57,0.12,0.07,0.13,0.44,0.25,0.59,0.03,0.32,0.27
novembre.csv,0.09,0.18,0.12,0.1,0.0,0.05,0.12,0.07,0.2,0.11,0.32,0.09,0.0,0.03,0.06,0.0,0.07,0.13,0.01,0.09
ns-3.csv,0.68,0.44,0.5,0.4,0.91,0.77,0.98,0.59,0.9,0.45,0.49,1.0,0.91,1.0,0.84,1.0,0.94,1.0,0.96,0.95
nullc.csv,0.95,1.0,1.0,1.0,0.73,0.57,0.82,0.64,0.67,0.15,0.87,0.51,0.67,0.45,0.47,0.5,0.85,0.71,0.64,0.66
open-beos.csv,0.29,0.34,0.17,0.13,0.27,0.24,0.5,0.51,0.17,0.02,0.3,0.78,0.37,0.95,0.25,0.69,0.37,0.92,0.32,0.2
pixel-commandos.csv,0.0,0.14,0.02,0.11,0.0,0.01,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.02
planeshift.csv,0.72,0.87,0.98,0.99,0.91,0.93,0.8,0.86,0.87,0.66,0.94,0.86,0.76,0.29,0.78,0.88,0.97,0.87,0.78,0.93
plee-the-bear.csv,0.0,0.0,0.0,0.0,0.09,0.04,0.1,0.09,0.08,0.0,0.23,0.03,0.17,0.03,0.03,0.06,0.01,0.08,0.21,0.02
reaper-ecad.csv,0.01,0.04,0.0,0.08,0.0,0.01,0.02,0.01,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.02
sbml.csv,0.83,0.44,0.54,0.62,0.27,0.39,0.9,0.7,0.51,0.6,0.81,0.8,0.76,0.42,0.41,0.38,0.49,0.55,0.63,0.34
unimrcp.csv,0.5,0.09,0.05,0.28,0.18,0.13,0.42,0.21,0.19,0.02,0.89,0.11,0.15,0.0,0.0,0.0,0.25,0.03,0.21,0.07
unladen-swallow.csv,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.04,0.0,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.0
xmoto.csv,0.25,0.24,0.24,0.02,0.36,0.35,0.5,0.27,0.26,0.28,0.38,0.3,0.09,0.13,0.28,0.06,0.32,0.53,0.37,0.2
