,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.58,0.63,0.48,0.13,0.5,0.41,0.13,0.08,0.4
azureus.csv,0.41,0.68,0.7,0.12,0.52,0.66,0.15,0.64,0.45
columba.csv,0.4,0.62,0.63,0.12,0.46,0.5,0.18,0.65,0.57
continuum-ide.csv,0.22,0.15,0.35,0.08,0.78,0.16,0.18,0.04,0.23
emulemorph.csv,0.0,0.06,0.07,0.25,0.2,0.07,0.23,0.0,0.11
factor.csv,0.14,0.11,0.07,0.08,0.27,0.3,0.08,0.93,0.02
pcgen.csv,0.38,0.68,0.71,0.11,0.38,0.54,0.14,0.77,0.43
stemkit.csv,0.2,0.39,0.52,0.17,0.42,0.24,0.33,0.27,0.32
utgb.csv,0.4,0.75,0.18,0.1,0.0,0.27,0.22,0.38,0.4
