,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.8,0.47,0.83,0.36,0.65,0.46,0.45,0.53,0.75,0.37,0.92,0.67,0.62,0.86,0.42,0.69,0.54,0.5,0.56
fbmanager.csv,0.61,0.55,0.47,0.38,0.67,0.83,0.42,0.53,0.7,0.48,0.48,0.49,0.68,0.48,0.58,0.57,0.53,0.71,0.51
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0
fityk.csv,0.64,0.48,0.47,0.48,0.67,0.82,0.47,0.71,0.56,0.8,0.43,0.64,0.69,0.43,0.72,0.62,0.75,0.58,0.71
fleet-simulator.csv,0.42,0.27,0.4,0.35,0.32,0.31,0.33,0.4,0.4,0.42,0.31,0.31,0.44,0.32,0.3,0.39,0.38,0.33,0.44
freenet.csv,0.54,0.33,0.49,0.43,0.49,0.43,0.42,0.48,0.55,0.51,0.4,0.68,0.66,0.43,0.42,0.62,0.51,0.45,0.53
geogebra.csv,0.75,0.59,0.83,0.5,0.75,0.78,0.57,0.69,0.77,0.62,0.83,0.46,0.8,0.83,0.59,0.62,0.74,0.89,0.84
google-caja.csv,0.41,0.3,0.36,0.32,0.36,0.32,0.35,0.43,0.39,0.34,0.37,0.42,0.49,0.35,0.31,0.4,0.39,0.33,0.45
hibernate.csv,0.9,0.47,0.85,0.64,0.51,0.41,0.5,0.66,0.92,0.48,0.68,0.92,0.65,0.91,0.73,0.73,0.6,0.4,0.82
itext.csv,0.74,0.37,0.92,0.44,0.65,0.64,0.5,0.65,0.94,0.43,0.59,0.93,0.55,0.94,0.6,0.7,0.5,0.53,0.64
k3b.csv,0.46,0.34,0.45,0.33,0.39,0.4,0.4,0.44,0.45,0.39,0.44,0.51,0.5,0.41,0.42,0.41,0.4,0.37,0.45
megameknet.csv,0.67,0.48,0.86,0.5,0.69,0.67,0.63,0.63,0.56,0.49,0.65,0.57,0.72,0.89,0.6,0.7,0.6,0.37,0.71
myfaces.csv,0.97,0.83,0.89,0.49,0.54,0.73,0.52,0.98,0.88,0.89,0.58,0.42,0.78,0.75,0.41,0.6,0.73,0.89,0.73
onotoa.csv,0.54,0.56,0.5,0.45,0.4,0.45,0.44,0.59,0.52,0.44,0.39,0.36,0.5,0.38,0.34,0.5,0.52,0.65,0.56
paintown.csv,0.51,0.48,0.52,0.43,0.41,0.59,0.41,0.56,0.48,0.7,0.39,0.56,0.53,0.5,0.38,0.55,0.52,0.48,0.53
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
triplea.csv,0.45,0.41,0.4,0.33,0.37,0.37,0.4,0.46,0.44,0.44,0.55,0.34,0.45,0.44,0.3,0.42,0.42,0.31,0.45
xamj.csv,0.56,0.42,0.5,0.39,0.53,0.52,0.46,0.56,0.56,0.53,0.58,0.37,0.54,0.55,0.45,0.55,0.55,0.4,0.65
