,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.34,0.31,0.62,0.1,0.68,0.44,0.57,0.35,0.11,0.52,0.2,0.34,0.45,0.77,0.95,0.35,0.55
apertium.csv,0.4,0.44,0.6,0.2,0.67,0.5,0.55,0.47,0.13,0.65,1.0,0.19,0.4,0.88,0.2,1.0,0.41
beast-mcmc.csv,1.0,0.44,0.66,0.3,0.81,0.5,0.65,0.52,0.18,0.76,0.3,0.35,0.44,0.85,0.59,0.39,0.62
cuberok.csv,0.28,0.36,0.57,0.21,0.75,0.47,0.53,0.95,0.26,0.49,0.26,0.24,0.35,0.77,0.41,0.3,0.45
icescrum.csv,0.57,0.5,0.68,0.32,0.82,0.55,0.69,0.5,0.14,0.63,0.43,0.43,0.46,0.83,0.55,0.29,1.0
ingex.csv,0.32,0.5,0.33,0.12,0.65,0.5,0.45,0.47,0.23,0.56,0.33,0.0,0.93,1.0,0.56,0.33,0.0
jbasic.csv,0.55,0.5,0.77,0.34,0.74,0.5,0.65,0.38,0.17,0.95,0.46,0.29,0.48,0.89,0.64,0.29,0.48
jgnash.csv,0.23,0.46,0.57,0.34,0.62,0.58,0.5,0.75,0.96,0.4,0.67,0.5,0.3,0.71,0.35,0.5,0.33
jrefactory.csv,0.25,0.5,0.96,0.18,0.65,0.57,0.56,0.55,0.17,0.42,0.38,0.3,0.39,0.8,0.46,0.5,0.43
jsecurity.csv,0.36,0.33,0.58,1.0,0.88,0.48,0.54,0.38,0.1,0.69,0.19,0.33,0.51,0.92,0.41,0.36,0.6
libopenmetaverse.csv,0.28,0.39,0.59,0.2,0.65,1.0,0.51,0.47,0.14,0.38,0.26,0.28,0.39,0.88,0.46,0.26,0.37
mobicents.csv,0.35,0.39,0.62,0.24,0.79,0.52,0.99,0.43,0.21,0.59,0.42,0.54,0.44,0.75,0.44,0.27,0.4
opendvr.csv,0.18,0.36,0.6,0.25,0.52,0.49,0.5,0.45,0.15,0.43,0.31,0.25,0.34,0.84,0.3,0.95,0.35
openefm.csv,0.4,1.0,0.47,0.16,0.72,0.25,0.55,0.43,0.13,0.61,0.29,0.4,0.68,0.85,0.38,0.75,0.62
power-architect.csv,0.28,0.33,0.62,0.22,0.68,0.48,0.52,0.4,0.17,0.45,0.35,0.3,0.26,1.0,0.36,0.34,0.38
sidekar.csv,0.36,0.36,0.55,0.29,1.0,0.57,0.62,0.54,0.21,0.62,0.44,0.41,0.43,0.8,0.45,0.32,0.53
yarp0.csv,0.31,0.34,0.58,0.22,0.67,0.44,0.61,0.33,0.12,0.48,0.39,1.0,0.4,0.81,0.49,0.14,0.53
