,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.61,0.64,0.65,0.26,0.36,0.31,0.64,0.36,0.32,0.87,0.28,0.62,0.79,0.43,1.0,0.59,0.63
apertium.csv,0.71,0.61,0.75,0.72,0.45,0.31,0.54,0.64,0.4,0.44,0.96,0.31,0.9,0.41,0.05,0.09,0.47
beast-mcmc.csv,0.95,0.45,0.37,0.21,0.33,0.61,0.47,0.59,0.36,0.35,0.64,0.44,0.66,0.31,0.41,0.5,0.53
cuberok.csv,0.56,0.64,1.0,0.67,0.73,0.5,0.62,0.95,0.76,0.94,0.4,0.44,0.31,0.56,0.29,0.91,0.68
icescrum.csv,0.61,0.3,0.29,0.31,0.44,0.33,0.49,0.45,0.32,0.63,0.4,0.19,0.66,0.35,0.41,0.18,1.0
ingex.csv,0.11,0.06,0.02,0.03,0.2,0.06,0.07,0.32,0.12,0.3,0.24,0.0,0.9,0.06,0.12,0.14,0.0
jbasic.csv,0.5,0.36,0.65,0.38,0.36,0.19,0.51,0.55,0.56,0.94,0.44,0.25,0.55,0.31,0.39,0.27,0.58
jgnash.csv,0.23,0.18,0.39,0.26,0.16,0.39,0.32,0.27,0.88,0.06,0.08,0.31,0.21,0.19,0.41,0.18,0.32
jrefactory.csv,0.47,0.42,1.0,0.46,0.48,0.67,0.44,0.5,0.52,0.49,0.6,0.19,0.24,0.61,0.41,0.18,0.53
jsecurity.csv,0.52,0.7,0.41,0.95,0.34,0.36,0.38,0.64,0.36,0.14,0.28,0.38,0.86,0.43,0.54,0.18,0.47
libopenmetaverse.csv,0.77,0.61,0.94,0.87,0.81,1.0,0.85,0.64,0.84,0.44,0.44,0.62,0.93,0.54,0.76,0.55,0.79
mobicents.csv,0.47,0.39,0.61,0.38,0.53,0.42,0.98,0.55,0.48,0.38,0.32,0.44,0.72,0.44,0.59,0.18,0.53
opendvr.csv,0.36,0.61,0.63,0.51,0.38,0.94,0.5,0.23,0.72,0.29,0.4,0.31,0.48,0.69,0.51,0.91,0.58
openefm.csv,0.39,0.94,0.35,0.49,0.45,0.08,0.44,0.27,0.36,0.57,0.68,0.25,0.45,0.31,0.15,0.27,0.53
power-architect.csv,0.7,0.85,0.86,0.92,0.88,0.89,0.85,0.82,0.72,0.67,0.8,0.75,0.38,0.96,0.61,0.73,0.79
sidekar.csv,0.82,0.36,0.61,0.72,1.0,0.67,0.75,0.64,0.72,0.87,0.68,0.44,0.72,0.65,0.46,0.36,0.89
yarp0.csv,0.56,0.45,0.29,0.69,0.58,0.31,0.46,0.18,0.24,0.6,0.56,1.0,0.59,0.46,0.51,0.09,0.53
