,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.43,0.42,0.63,0.15,0.47,0.36,0.6,0.36,0.16,0.65,0.23,0.44,0.58,0.55,0.98,0.44,0.59
apertium.csv,0.51,0.51,0.67,0.32,0.54,0.38,0.54,0.54,0.19,0.53,0.98,0.24,0.55,0.56,0.08,0.17,0.44
beast-mcmc.csv,0.98,0.45,0.48,0.24,0.47,0.55,0.54,0.55,0.24,0.48,0.41,0.39,0.53,0.46,0.49,0.44,0.57
cuberok.csv,0.37,0.46,0.73,0.32,0.74,0.49,0.57,0.95,0.39,0.64,0.32,0.31,0.33,0.65,0.34,0.45,0.54
icescrum.csv,0.59,0.38,0.41,0.32,0.57,0.41,0.57,0.48,0.2,0.63,0.42,0.26,0.54,0.49,0.47,0.22,1.0
ingex.csv,0.16,0.11,0.04,0.04,0.31,0.1,0.13,0.38,0.16,0.39,0.28,0.0,0.91,0.11,0.2,0.19,0.0
jbasic.csv,0.52,0.42,0.7,0.36,0.48,0.28,0.57,0.44,0.26,0.94,0.45,0.27,0.52,0.47,0.48,0.28,0.52
jgnash.csv,0.23,0.26,0.47,0.29,0.25,0.47,0.39,0.4,0.92,0.11,0.14,0.38,0.24,0.29,0.38,0.27,0.32
jrefactory.csv,0.33,0.46,0.98,0.26,0.55,0.62,0.49,0.52,0.26,0.45,0.47,0.23,0.3,0.69,0.44,0.27,0.48
jsecurity.csv,0.42,0.45,0.48,0.97,0.49,0.41,0.44,0.47,0.16,0.24,0.23,0.35,0.64,0.58,0.46,0.24,0.53
libopenmetaverse.csv,0.41,0.48,0.73,0.32,0.72,1.0,0.64,0.54,0.24,0.41,0.32,0.38,0.55,0.67,0.57,0.35,0.5
mobicents.csv,0.4,0.39,0.61,0.29,0.64,0.46,0.98,0.48,0.3,0.46,0.36,0.48,0.55,0.56,0.5,0.22,0.45
opendvr.csv,0.24,0.45,0.62,0.34,0.44,0.65,0.5,0.3,0.25,0.34,0.35,0.28,0.4,0.76,0.38,0.93,0.44
openefm.csv,0.4,0.97,0.4,0.24,0.56,0.12,0.49,0.33,0.2,0.59,0.4,0.31,0.54,0.46,0.21,0.4,0.57
power-architect.csv,0.39,0.47,0.72,0.35,0.77,0.63,0.64,0.54,0.28,0.54,0.49,0.43,0.31,0.98,0.45,0.46,0.51
sidekar.csv,0.5,0.36,0.58,0.42,1.0,0.62,0.67,0.58,0.32,0.73,0.53,0.42,0.54,0.71,0.46,0.34,0.67
yarp0.csv,0.4,0.39,0.39,0.34,0.62,0.36,0.52,0.24,0.16,0.54,0.46,1.0,0.48,0.59,0.5,0.11,0.53
