,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.58,0.47,0.55,0.85,0.85,0.68,0.54,0.48,0.77,0.5,0.71,0.62,0.39,0.6,0.67,0.76,0.59
apertium.csv,0.48,0.56,0.48,0.6,0.6,0.5,0.54,0.43,0.68,0.53,0.75,0.58,0.35,0.48,0.9,0.5,0.45
beast-mcmc.csv,0.71,0.5,0.62,0.96,0.58,0.5,0.52,0.48,0.6,0.55,0.52,0.6,0.4,0.65,0.59,0.64,0.69
cuberok.csv,0.48,0.46,0.37,0.51,0.49,0.53,0.45,0.64,0.58,0.45,0.63,0.48,0.65,0.41,0.79,0.48,0.34
icescrum.csv,0.61,0.7,0.64,0.73,0.53,0.5,0.5,0.45,0.53,0.44,0.61,0.86,0.34,0.52,0.52,0.57,0.58
ingex.csv,0.95,0.75,0.67,0.88,0.95,0.75,0.98,0.87,0.92,0.85,0.89,0.0,0.57,0.67,0.89,0.89,0.0
jbasic.csv,0.73,0.67,0.51,0.84,0.68,0.86,0.5,0.5,0.48,0.6,0.71,0.71,0.48,0.68,0.6,0.62,0.52
jgnash.csv,0.82,0.92,0.74,0.83,0.88,0.62,0.77,0.88,0.96,0.9,0.67,0.9,0.95,0.93,0.71,0.88,0.72
jrefactory.csv,0.54,0.75,0.53,0.7,0.58,0.38,0.6,0.45,0.54,0.69,0.54,0.8,0.94,0.32,0.65,0.75,0.48
jsecurity.csv,0.69,0.51,0.53,0.81,0.6,0.63,0.68,0.43,0.7,0.92,0.57,0.67,0.41,0.72,0.56,0.91,0.53
libopenmetaverse.csv,0.4,0.49,0.4,0.51,0.5,0.53,0.4,0.4,0.44,0.59,0.53,0.47,0.36,0.45,0.51,0.53,0.39
mobicents.csv,0.56,0.52,0.48,0.59,0.56,0.52,0.51,0.57,0.68,0.46,0.68,0.62,0.38,0.44,0.6,0.8,0.44
opendvr.csv,0.53,0.57,0.57,0.72,0.78,0.35,0.62,0.91,0.55,0.83,0.78,0.75,0.66,0.48,0.61,0.86,0.48
openefm.csv,0.8,0.68,0.53,0.71,0.65,0.92,0.63,0.57,0.79,0.54,0.56,0.8,0.63,0.7,0.88,0.88,0.56
power-architect.csv,0.41,0.41,0.42,0.48,0.49,0.36,0.4,0.47,0.49,0.56,0.56,0.47,0.64,0.4,0.64,0.68,0.4
sidekar.csv,0.4,0.55,0.43,0.44,0.5,0.4,0.4,0.42,0.44,0.44,0.49,0.59,0.37,0.39,0.45,0.68,0.34
yarp0.csv,0.45,0.59,0.69,0.58,0.53,0.64,0.6,0.83,0.73,0.57,0.56,0.62,0.45,0.52,0.72,0.79,0.63
