,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,19.0,6.0,0.0,10.0,1.0,0.0,0.0,7.0,45.0,0.0,16.0,3.0,2.0,0.0,0.0,0.0,4.0
apertium.csv,6.0,1.0,0.0,10.0,1.0,1.0,0.0,4.0,43.0,1.0,0.0,9.0,2.0,0.0,6.0,0.0,2.0
beast-mcmc.csv,0.0,2.0,0.0,5.0,0.0,0.0,1.0,1.0,17.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0
cuberok.csv,5.0,3.0,0.0,34.0,0.0,0.0,0.0,0.0,20.0,0.0,6.0,17.0,0.0,0.0,0.0,0.0,3.0
icescrum.csv,5.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,18.0,0.0,1.0,4.0,0.0,0.0,2.0,2.0,0.0
ingex.csv,3.0,2.0,1.0,4.0,0.0,1.0,4.0,4.0,4.0,2.0,0.0,53.0,0.0,0.0,0.0,2.0,50.0
jbasic.csv,3.0,2.0,0.0,15.0,0.0,6.0,0.0,4.0,16.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0
jgnash.csv,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0
jrefactory.csv,7.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,30.0,0.0,0.0,1.0,2.0,0.0,8.0,1.0,1.0
jsecurity.csv,11.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,47.0,2.0,10.0,2.0,0.0,0.0,7.0,1.0,1.0
libopenmetaverse.csv,10.0,1.0,0.0,11.0,1.0,0.0,0.0,1.0,60.0,22.0,11.0,3.0,3.0,0.0,2.0,5.0,3.0
mobicents.csv,10.0,0.0,1.0,8.0,0.0,0.0,0.0,3.0,14.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,6.0
opendvr.csv,18.0,1.0,0.0,4.0,1.0,0.0,0.0,4.0,65.0,0.0,7.0,1.0,3.0,0.0,2.0,0.0,5.0
openefm.csv,14.0,0.0,0.0,10.0,0.0,5.0,0.0,1.0,41.0,0.0,9.0,0.0,4.0,0.0,3.0,1.0,1.0
power-architect.csv,8.0,1.0,0.0,9.0,1.0,0.0,0.0,4.0,40.0,0.0,8.0,2.0,3.0,0.0,2.0,0.0,2.0
sidekar.csv,7.0,2.0,7.0,3.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0
yarp0.csv,1.0,6.0,1.0,8.0,0.0,2.0,0.0,3.0,18.0,0.0,0.0,0.0,3.0,0.0,2.0,10.0,1.0
