,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.59,0.79,0.63,0.91,0.7,0.8,0.62,0.77,0.82,0.77,0.87,0.62,0.6,0.76,0.03,0.61,0.48
apertium.csv,0.5,0.54,0.71,0.71,0.66,0.76,0.65,0.58,0.76,0.6,0.04,0.88,0.79,0.63,0.96,0.91,0.66
beast-mcmc.csv,0.05,0.61,0.68,0.8,0.68,0.74,0.6,0.53,0.7,0.66,0.75,0.66,0.59,0.72,0.61,0.59,0.51
cuberok.csv,0.7,0.67,1.0,0.66,0.5,0.76,0.69,0.05,0.44,0.94,0.77,0.81,0.77,0.78,0.75,0.89,0.59
icescrum.csv,0.43,0.71,0.73,0.71,0.58,0.73,0.56,0.62,0.76,0.5,0.64,0.82,0.56,0.71,0.62,0.84,0.0
ingex.csv,0.9,0.94,0.98,0.98,0.82,0.95,0.93,0.72,0.88,0.73,0.79,1.0,0.11,0.94,0.88,0.87,1.0
jbasic.csv,0.52,0.66,0.44,0.64,0.67,0.83,0.57,0.73,0.65,0.08,0.6,0.79,0.56,0.7,0.62,0.78,0.56
jgnash.csv,0.83,0.82,0.72,0.75,0.86,0.67,0.76,0.73,0.12,0.94,0.92,0.7,0.84,0.86,0.75,0.82,0.78
jrefactory.csv,0.74,0.61,0.05,0.72,0.68,0.61,0.67,0.56,0.65,0.83,0.58,0.83,0.79,0.69,0.66,0.82,0.62
jsecurity.csv,0.6,0.76,0.71,0.05,0.66,0.75,0.71,0.75,0.83,0.86,0.89,0.7,0.5,0.59,0.67,0.83,0.56
libopenmetaverse.csv,0.77,0.61,0.87,0.83,0.76,0.0,0.87,0.58,0.9,0.88,0.79,0.78,0.84,0.54,0.61,0.8,0.84
mobicents.csv,0.62,0.68,0.64,0.68,0.53,0.71,0.02,0.64,0.6,0.67,0.71,0.58,0.61,0.8,0.63,0.84,0.67
opendvr.csv,0.89,0.67,0.67,0.6,0.85,1.0,0.73,0.79,0.74,0.8,0.71,0.79,0.75,0.59,0.88,0.09,0.75
openefm.csv,0.65,0.06,0.83,0.79,0.62,0.95,0.68,0.76,0.75,0.55,0.79,0.77,0.56,0.72,0.87,0.73,0.51
power-architect.csv,0.75,0.86,0.72,0.77,0.7,0.98,0.86,0.79,0.66,0.84,0.67,0.78,0.88,0.04,0.79,0.65,0.81
sidekar.csv,0.57,0.71,0.77,0.49,0.0,0.61,0.55,0.5,0.55,0.52,0.5,0.62,0.62,0.73,0.64,0.71,0.48
yarp0.csv,0.64,0.7,0.76,0.63,0.63,0.8,0.62,0.85,0.82,0.74,0.58,0.0,0.65,0.69,0.59,0.94,0.55
