,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.61,0.83,0.02,0.17,0.67,0.8,0.45
libtorrent.csv,0.75,0.41,0.07,0.31,0.73,0.94,0.57
mcmc-jags.csv,0.7,0.47,0.05,0.7,0.76,0.86,0.59
olap-navigator.csv,0.96,0.47,0.13,0.53,0.83,1.0,0.64
pidgin.csv,0.94,0.5,0.08,0.0,0.86,0.9,0.73
sepgsql.csv,0.97,0.45,0.12,0.57,0.87,1.0,0.75
xstore.csv,0.68,0.44,0.05,0.7,0.76,0.91,0.76
