,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.68,0.58,0.58,0.87,0.67,0.5,0.72
libtorrent.csv,0.51,0.5,0.42,0.56,0.38,0.37,0.47
mcmc-jags.csv,0.45,0.5,0.49,0.6,0.39,0.39,0.45
olap-navigator.csv,0.58,0.53,0.62,0.67,0.45,0.57,0.59
pidgin.csv,0.58,0.45,0.71,0.5,0.34,0.57,0.55
sepgsql.csv,0.63,0.45,0.55,0.86,0.42,0.56,0.5
xstore.csv,0.4,0.5,0.41,0.6,0.35,0.6,0.43
