,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.44,0.91,0.26,0.27,0.42,0.61,0.46
libtorrent.csv,0.92,0.41,0.96,0.8,0.99,0.81,0.87
mcmc-jags.csv,0.51,0.68,0.85,0.93,0.81,0.74,0.93
olap-navigator.csv,0.84,0.41,0.81,0.53,0.61,0.36,0.54
pidgin.csv,0.48,0.45,0.41,0.0,0.75,0.37,0.52
sepgsql.csv,0.56,0.45,0.85,0.27,0.63,0.35,0.52
xstore.csv,0.56,0.32,1.0,0.47,0.94,0.33,0.7
