,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,1.0,0.58,0.64,1.0,0.86,0.53,1.13,0.96,1.01,0.74,0.79,1.0,0.98
fontforge.csv,0.91,0.86,1.01,1.0,0.98,0.7,0.98,0.41,0.91,1.0,0.95,0.84,0.79
gmerlin.csv,0.98,0.88,0.63,0.96,1.0,0.76,1.0,1.0,0.72,1.0,1.0,0.46,0.57
hatari.csv,0.66,0.44,0.43,0.93,0.86,0.55,0.85,0.91,0.85,0.83,0.94,0.64,0.75
jcl.csv,0.7,0.56,0.67,0.62,0.53,0.59,0.6,0.64,0.78,0.91,0.4,0.74,0.56
ltp.csv,0.78,0.71,0.87,0.58,0.48,0.76,1.31,0.74,0.75,0.64,0.83,0.72,0.85
net-snmp.csv,0.46,0.58,0.54,0.68,0.83,0.83,0.44,1.0,0.9,0.83,0.64,0.59,0.67
opde.csv,1.0,0.72,1.0,0.51,0.99,0.66,0.17,0.79,0.63,1.0,0.9,0.65,0.94
powerfolder-.csv,0.67,0.4,0.51,0.78,0.93,0.76,0.31,0.61,0.5,0.7,0.7,0.62,0.57
qlc.csv,1.0,0.8,1.0,0.67,0.84,0.55,0.37,1.0,0.37,0.8,0.5,1.0,0.87
tcl.csv,0.77,0.85,0.84,0.93,0.65,0.76,1.25,1.0,0.65,0.43,1.0,0.88,0.66
wxstudio.csv,0.62,0.62,0.72,0.76,0.7,0.58,0.62,0.83,0.94,0.92,0.86,0.64,0.42
