,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.0,98.5,96.5,194.5,396.0,651.5,1398.0,37.5,757.0,192.0,97.5,0.0,177.0
fontforge.csv,198.0,99.0,294.0,193.0,396.0,99.0,2157.5,269.5,98.5,385.0,198.0,195.0,476.5
gmerlin.csv,96.5,99.0,195.5,98.5,0.0,99.0,2249.0,0.0,98.5,0.0,0.0,191.0,379.0
hatari.csv,99.0,99.0,92.5,98.5,396.0,843.5,2002.5,904.0,98.5,286.5,198.0,96.5,280.5
jcl.csv,99.0,98.5,294.0,98.5,99.0,1033.5,1442.5,368.0,1383.5,382.0,99.0,195.5,99.0
ltp.csv,99.0,99.0,195.0,96.5,584.5,1031.5,2152.5,632.5,98.5,92.5,198.0,96.5,99.0
net-snmp.csv,96.5,99.0,96.5,98.5,198.0,99.0,1041.0,904.0,98.5,385.0,97.5,195.5,99.0
opde.csv,198.0,98.5,294.0,98.5,396.0,840.5,552.5,716.0,98.5,75.5,198.0,191.5,99.0
powerfolder-.csv,96.5,98.5,96.5,98.5,99.0,98.5,834.5,446.5,98.5,385.0,97.5,288.0,99.0
qlc.csv,0.0,98.5,0.0,98.5,297.0,99.0,939.5,0.0,98.5,90.5,97.5,0.0,376.0
tcl.csv,99.0,99.0,193.0,98.5,1080.0,99.0,1890.0,0.0,1017.5,93.5,0.0,96.5,378.0
wxstudio.csv,191.5,94.5,294.0,98.5,191.0,98.5,1253.5,640.5,912.5,385.0,97.5,285.0,187.0
