,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.0,0.49,0.43,0.0,0.45,0.62,0.0,0.05,0.0,0.56,0.25,0.0,0.04
fontforge.csv,0.34,0.45,0.0,0.0,0.09,0.61,0.09,0.71,0.37,0.0,0.21,0.49,0.54
gmerlin.csv,0.02,0.4,0.61,0.17,0.0,0.57,0.0,0.0,0.61,0.0,0.0,0.7,0.63
hatari.csv,0.58,0.73,0.71,0.31,0.43,0.6,0.47,0.34,0.48,0.5,0.24,0.45,0.34
jcl.csv,0.64,0.57,0.62,0.53,0.71,0.58,0.77,0.57,0.52,0.36,0.76,0.43,0.56
ltp.csv,0.33,0.59,0.42,0.68,0.71,0.57,0.0,0.51,0.56,0.55,0.51,0.38,0.42
net-snmp.csv,0.72,0.72,0.55,0.58,0.48,0.5,0.86,0.0,0.36,0.49,0.52,0.68,0.66
opde.csv,0.0,0.42,0.0,0.62,0.05,0.56,0.96,0.55,0.62,0.0,0.42,0.53,0.24
powerfolder-.csv,0.56,0.7,0.56,0.5,0.12,0.34,0.92,0.62,0.66,0.44,0.54,0.59,0.53
qlc.csv,0.0,0.55,0.0,0.52,0.38,0.6,0.89,0.0,0.76,0.25,0.6,0.0,0.34
tcl.csv,0.46,0.47,0.48,0.31,0.59,0.51,0.0,0.0,0.55,0.72,0.0,0.19,0.51
wxstudio.csv,0.64,0.51,0.51,0.42,0.5,0.57,0.75,0.5,0.13,0.36,0.17,0.54,0.69
