,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.18,0.86,0.18,0.45,0.2,0.77,0.33,0.6,0.12,0.46,0.68,0.06,0.73,0.16,0.37,0.12
gephex.csv,0.08,0.31,0.48,0.42,0.21,0.76,0.46,0.42,0.13,0.46,0.06,0.0,0.74,0.43,0.43,0.12
intact.csv,0.1,0.83,0.52,0.49,0.2,0.66,0.42,0.55,0.05,0.36,0.2,0.0,0.62,0.33,0.28,0.17
jbpm.csv,0.0,0.15,0.5,0.0,0.58,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.18,0.22
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.18,0.0
jpaul.csv,0.0,0.15,0.41,0.0,0.28,0.43,0.63,0.0,0.0,0.0,0.06,0.19,0.0,0.09,0.45,0.0
lamp.csv,0.3,0.68,0.48,0.45,0.26,0.73,0.5,0.53,0.14,0.46,0.56,0.0,0.24,0.37,0.42,0.1
mevenide.csv,0.13,0.25,0.56,0.06,0.47,0.0,0.53,0.06,0.0,0.39,0.49,0.25,0.1,0.08,0.63,0.2
opendvr.csv,0.19,0.71,0.55,0.44,0.36,0.32,0.17,0.45,0.0,0.37,0.0,0.0,0.44,0.52,0.17,0.13
panda3d.csv,0.16,0.5,0.29,0.42,0.22,0.46,0.58,0.16,0.0,0.52,0.71,0.07,0.62,0.15,0.45,0.0
retromenu.csv,0.27,0.52,0.69,0.11,0.19,0.19,0.32,0.53,0.17,0.26,0.42,0.0,0.2,0.18,0.36,0.0
rohxel.csv,0.17,0.6,0.18,0.44,0.01,0.84,0.21,0.3,0.11,0.27,0.4,0.0,0.35,0.33,0.22,0.0
sevenupdate.csv,0.18,0.82,0.48,0.45,0.21,0.88,0.45,0.53,0.16,0.47,0.71,0.06,0.76,0.45,0.4,0.12
soar.csv,0.17,0.63,0.4,0.44,0.2,0.79,0.45,0.43,0.14,0.48,0.68,0.06,0.77,0.45,0.41,0.12
stemkit.csv,0.13,0.0,0.27,0.11,0.29,0.17,0.0,0.35,0.31,0.37,0.12,0.09,0.17,0.37,0.18,0.1
thedata.csv,0.22,0.56,0.49,0.45,0.12,0.75,0.32,0.52,0.16,0.42,0.71,0.0,0.68,0.35,0.3,0.67
