,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,9.0,32.0,51.0,0.0,0.0,0.0,7.0,12.0,0.0
archive-crawler.csv,3.0,11.0,19.0,0.0,1.0,1.0,0.0,3.0,0.0
autowikibrowser.csv,0.0,17.0,29.0,9.0,1.0,5.0,0.0,0.0,0.0
jcae.csv,92.0,1.0,0.0,1.0,0.0,0.0,77.0,0.0,0.0
kmatplot.csv,9.0,0.0,8.0,2.0,2.0,1.0,2.0,8.0,2.0
mscore.csv,20.0,6.0,28.0,4.0,0.0,0.0,4.0,0.0,1.0
quickfast.csv,14.0,18.0,29.0,3.0,0.0,1.0,2.0,7.0,0.0
rhex.csv,0.0,3.0,6.0,5.0,0.0,5.0,14.0,6.0,0.0
riff-evolve.csv,18.0,0.0,28.0,2.0,0.0,0.0,1.0,0.0,7.0
