,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.5,0.48,0.78,0.96,0.55,0.84,0.78,0.57,0.32
archive-crawler.csv,0.25,0.14,0.11,0.27,0.34,0.2,0.96,0.2,0.15
autowikibrowser.csv,0.5,0.62,0.89,0.57,0.57,0.35,0.35,0.98,0.77
jcae.csv,0.0,0.1,1.0,0.19,0.06,0.1,0.0,0.18,0.02
kmatplot.csv,0.25,0.9,0.22,0.24,0.25,0.11,0.3,0.41,0.45
mscore.csv,0.5,0.76,1.0,0.63,0.99,0.53,0.43,0.55,0.7
quickfast.csv,0.33,0.45,0.78,0.5,0.5,0.41,0.87,0.75,0.98
rhex.csv,0.92,0.41,0.33,0.32,0.16,0.11,0.26,0.11,0.19
riff-evolve.csv,0.42,0.83,0.78,0.6,0.6,0.98,0.65,0.57,0.64
