,moviesandbox.csv,arcallians.csv,yale.csv,unflobtactical.csv,kml.csv,sigil.csv,les-indemodables.csv,xtreemfs.csv,biopax.csv,crux-framework.csv,metacosm.csv
arcallians.csv,0.75,0.74,0.29,0.73,0.73,0.8,0.55,0.9,0.86,0.07,0.64
biopax.csv,0.72,0.68,0.26,0.74,0.65,0.74,0.53,0.91,0.89,0.05,0.64
crux-framework.csv,0.24,0.35,0.12,0.11,0.55,0.31,0.04,0.44,0.1,0.26,0.12
kml.csv,0.75,0.69,0.25,0.78,0.74,0.82,0.56,0.91,0.86,0.05,0.62
les-indemodables.csv,0.64,0.53,0.31,0.7,0.73,0.67,0.62,0.37,0.6,0.05,0.54
metacosm.csv,0.66,0.53,0.29,0.59,0.59,0.59,0.55,0.86,0.78,0.0,0.74
moviesandbox.csv,0.71,0.58,0.21,0.76,0.22,0.81,0.53,0.86,0.86,0.05,0.66
sigil.csv,0.76,0.66,0.3,0.77,0.05,0.87,0.57,0.21,0.52,0.0,0.61
unflobtactical.csv,0.79,0.62,0.22,0.75,0.1,0.83,0.54,0.86,0.81,0.06,0.51
xtreemfs.csv,0.74,0.69,0.27,0.77,0.63,0.79,0.56,0.91,0.83,0.07,0.62
yale.csv,0.46,0.46,0.32,0.57,0.63,0.53,0.34,0.42,0.57,0.0,0.42
