,moviesandbox.csv,arcallians.csv,yale.csv,unflobtactical.csv,kml.csv,sigil.csv,les-indemodables.csv,xtreemfs.csv,biopax.csv,crux-framework.csv,metacosm.csv
arcallians.csv,0.41,0.6,0.52,0.39,0.49,0.46,0.51,0.36,0.45,0.43,0.38
biopax.csv,0.39,0.49,0.41,0.38,0.36,0.44,0.49,0.3,0.52,0.42,0.41
crux-framework.csv,0.93,0.95,0.99,0.67,0.42,0.92,0.88,0.85,0.86,0.75,0.83
kml.csv,0.38,0.49,0.46,0.38,0.41,0.44,0.48,0.32,0.46,0.44,0.42
les-indemodables.csv,0.4,0.5,0.54,0.43,0.37,0.47,0.51,0.69,0.56,0.4,0.48
metacosm.csv,0.45,0.55,0.43,0.48,0.55,0.5,0.46,0.36,0.52,0.63,0.41
moviesandbox.csv,0.39,0.64,0.94,0.39,0.9,0.49,0.52,0.39,0.58,0.57,0.47
sigil.csv,0.37,0.58,0.71,0.37,0.0,0.46,0.48,0.97,0.76,0.79,0.43
unflobtactical.csv,0.38,0.64,0.51,0.38,0.67,0.45,0.49,0.36,0.57,0.46,0.45
xtreemfs.csv,0.43,0.48,0.42,0.42,0.38,0.47,0.49,0.37,0.52,0.43,0.4
yale.csv,0.82,0.97,0.69,0.5,0.4,0.72,0.79,0.64,0.41,0.84,0.56
