,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.7,0.77,0.23,0.1,0.33,0.14,0.33,0.2,0.36,0.62,0.33,0.35,0.25,0.86,0.3
e-bio-flow.csv,0.19,0.36,0.62,0.77,0.33,0.34,0.73,0.6,0.18,1.0,0.83,0.17,0.38,0.11,0.48
haggle.csv,0.52,0.23,0.31,0.54,0.33,0.69,0.43,0.4,0.45,0.12,0.0,0.02,0.0,0.31,0.5
hannosset.csv,0.07,0.14,0.31,0.04,0.33,0.09,0.4,0.0,0.18,0.5,0.83,0.22,0.0,0.0,0.2
jas.csv,0.93,0.77,0.08,0.69,0.33,0.39,0.57,1.0,0.18,0.75,0.17,0.68,1.0,0.69,0.2
jbpm.csv,0.04,0.14,0.0,0.77,0.0,0.12,0.17,0.0,0.09,0.0,0.0,0.01,0.25,0.14,0.1
jgossipforum.csv,0.7,0.59,0.15,0.19,0.0,0.42,0.43,1.0,0.36,0.75,0.0,0.56,0.0,0.34,0.45
joustsim.csv,0.85,0.77,0.31,0.65,0.33,0.73,0.43,1.0,0.91,0.88,0.83,0.83,0.75,0.43,0.8
log4net.csv,0.22,0.23,0.54,0.29,1.0,0.09,0.53,0.0,0.73,1.0,0.67,0.24,0.0,0.23,0.42
madman.csv,0.3,0.82,0.23,0.19,0.67,0.46,0.47,0.2,0.36,1.0,0.17,0.36,0.25,0.8,0.25
ngl.csv,0.96,0.77,0.92,0.96,0.67,0.92,0.87,0.6,0.73,1.0,0.67,0.62,0.75,1.0,0.75
nunit.csv,0.41,0.41,0.54,0.85,0.33,0.62,0.47,0.8,0.09,0.25,0.33,0.42,0.25,0.77,0.62
piccolo2d.csv,0.22,0.59,0.92,0.38,0.67,0.32,0.47,0.0,0.55,0.75,0.5,0.28,0.0,0.29,0.42
sblim.csv,0.22,0.77,0.54,0.56,0.0,0.14,0.37,0.0,0.18,0.88,0.33,0.63,0.0,0.17,0.15
wsmt.csv,0.11,0.41,0.0,0.46,0.33,0.05,0.33,0.0,0.09,0.0,0.0,0.14,0.38,0.8,0.28
