,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,94.5,384.0,2125.5,392.0,1295.5,97.5,95.5,4886.0,1099.5,180.0,941.0,99.0,98.5,97.5,465.5
e-bio-flow.csv,97.5,192.0,98.5,99.0,2553.0,95.5,194.0,415.5,228.5,645.5,2759.5,98.5,97.5,366.0,768.5
haggle.csv,97.5,187.0,98.5,196.0,445.5,97.5,185.0,79.5,440.0,86.5,886.0,29.5,914.5,97.5,477.5
hannosset.csv,190.0,1924.5,512.0,96.5,365.5,98.5,193.0,0.0,311.5,86.5,482.5,99.0,1601.0,52.5,98.5
jas.csv,99.0,287.5,425.5,99.0,2928.0,95.5,290.5,3481.0,350.0,273.5,1755.0,99.0,98.5,97.5,467.5
jbpm.csv,45.0,148.0,38.0,295.0,146.5,95.5,189.5,114.5,675.0,97.5,0.0,29.5,440.0,177.0,91.5
jgossipforum.csv,99.0,384.0,130.0,196.0,1447.5,97.5,194.0,340.0,147.0,367.0,2065.5,99.0,29.5,97.5,98.5
joustsim.csv,99.0,384.0,98.5,99.0,1583.5,98.5,95.5,1237.0,570.5,463.5,2613.5,99.0,197.0,97.5,395.0
log4net.csv,99.0,185.0,98.5,365.0,643.5,98.5,388.0,41.0,978.0,269.5,2430.5,99.0,546.5,181.0,296.0
madman.csv,97.5,189.0,878.0,490.5,1215.0,98.5,95.5,3553.0,1794.0,184.0,1112.0,98.5,98.5,97.5,369.0
ngl.csv,99.0,284.5,284.5,99.0,1913.0,98.5,388.0,1708.0,1116.0,549.0,2322.0,99.0,196.0,97.5,98.5
nunit.csv,189.0,285.5,98.5,99.0,1570.0,97.5,446.5,552.5,331.5,1639.5,1186.5,99.0,196.0,97.5,571.0
piccolo2d.csv,99.0,287.5,98.5,99.0,523.0,98.5,192.0,45.5,949.0,367.0,2282.5,99.0,223.0,457.5,197.0
sblim.csv,433.5,284.5,98.5,97.5,504.5,94.5,82.5,525.0,318.0,459.5,459.5,99.0,247.0,366.0,98.5
wsmt.csv,94.5,88.5,473.5,99.0,336.0,176.5,194.0,56.0,1559.5,38.5,13.5,99.0,3511.0,97.5,180.0
