,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.26,0.59,0.59,0.23,0.27,0.55,0.62,0.48,0.63,0.5,0.33
google-gears.csv,0.56,0.63,0.62,0.45,0.24,0.39,0.69,0.77,0.54,0.41,0.7
grafx2.csv,0.46,0.79,0.45,0.39,0.23,0.45,0.66,0.53,0.53,0.54,0.56
kmess.csv,0.3,0.09,0.53,0.12,0.28,0.35,0.74,0.11,0.57,0.36,0.37
megameknet.csv,0.51,0.74,0.49,0.38,0.23,0.53,0.65,0.71,0.6,0.5,0.67
minig.csv,0.71,0.51,0.34,0.62,0.14,0.39,0.62,0.71,0.16,0.52,0.37
ns-3.csv,0.74,0.66,0.65,0.54,0.23,0.49,0.71,0.54,0.13,0.44,0.74
omseek.csv,0.21,0.21,0.24,0.38,0.43,0.42,0.43,0.33,0.55,0.5,0.19
quickfast.csv,0.73,0.68,0.64,0.59,0.19,0.41,0.72,0.65,0.24,0.51,0.79
sylpheed-claws.csv,0.8,0.69,0.68,0.57,0.2,0.4,0.77,0.86,0.63,0.52,0.75
xamj.csv,0.73,0.7,0.62,0.52,0.2,0.37,0.67,0.7,0.43,0.61,0.73
