,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,494.0,193.0,98.5,1108.0,97.5,197.5,96.5,98.5,1983.0,99.0,393.5,96.5,98.5
avisynth2.csv,71.5,516.0,37.5,118.0,97.5,345.0,192.0,79.5,240.5,96.5,139.0,0.0,88.5
beast-mcmc.csv,97.5,99.0,98.5,1364.0,196.0,197.5,98.5,98.5,1559.5,292.5,99.0,96.5,98.5
dataobjectsdotnet.csv,290.5,99.0,98.5,784.0,196.0,197.5,98.5,98.5,1732.5,99.0,99.0,96.5,90.5
exist.csv,296.5,99.0,98.5,1531.0,97.5,197.5,194.0,96.5,1383.5,99.0,489.0,96.5,98.5
foursquared.csv,193.0,99.0,98.5,301.5,97.5,193.0,98.5,96.5,638.0,171.0,94.0,96.5,85.5
jaxlib.csv,295.0,598.5,98.5,118.0,190.0,288.5,98.5,98.5,623.0,99.0,99.0,96.5,98.5
jrefactory.csv,489.5,636.5,98.5,705.0,290.5,94.5,190.0,98.5,104.0,99.0,99.0,96.5,98.5
nodal.csv,94.5,193.0,291.5,1675.0,93.5,197.5,98.5,98.5,1444.5,99.0,390.5,95.5,98.5
opendvr.csv,98.5,193.0,190.0,1622.5,196.0,197.5,98.5,98.5,1983.0,99.0,295.0,96.5,98.5
pokenetonline.csv,395.5,99.0,98.5,1622.5,196.0,197.5,98.5,98.5,1983.0,99.0,491.0,96.5,98.5
simplewebservices.csv,395.5,99.0,98.5,1622.5,196.0,197.5,98.5,98.5,1455.0,99.0,195.5,96.5,98.5
uface.csv,197.5,99.0,98.5,2264.5,290.5,197.5,98.5,98.5,1983.0,585.0,491.0,96.5,98.5
