,flylinkdc.csv,dvt.csv,rtb-team.csv,utgb.csv,unimrcp.csv,jsr308-langtools.csv,stemkit.csv,carabiner.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.36,0.51,0.41,0.36,0.41,0.43,0.36,0.44,0.34
carabiner.csv,0.34,0.44,0.4,0.36,0.47,0.89,0.39,0.48,0.67
dvt.csv,0.43,0.62,0.5,0.8,0.52,0.0,0.41,0.71,0.44
flylinkdc.csv,0.52,0.55,0.38,0.45,0.45,0.43,0.77,0.45,0.6
jsr308-langtools.csv,0.0,0.7,0.38,0.35,0.34,0.38,0.37,0.37,0.35
rtb-team.csv,0.84,0.77,0.45,0.94,0.5,0.0,0.0,0.81,0.58
stemkit.csv,0.81,0.71,0.86,0.74,0.96,0.57,0.81,0.96,0.87
unimrcp.csv,0.57,0.58,0.64,0.59,0.44,0.44,0.5,0.59,0.51
utgb.csv,0.68,0.86,0.67,0.52,0.42,0.75,0.68,0.75,0.71
