,flylinkdc.csv,dvt.csv,rtb-team.csv,utgb.csv,unimrcp.csv,jsr308-langtools.csv,stemkit.csv,carabiner.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.97,0.98,0.84,0.81,0.97,0.85,0.89,0.75,0.09
carabiner.csv,0.72,0.46,0.74,0.71,0.7,0.77,0.87,0.42,0.79
dvt.csv,0.69,0.42,1.0,0.86,0.7,1.0,0.59,0.76,0.52
flylinkdc.csv,0.4,0.89,1.0,0.87,0.74,0.57,0.72,0.94,0.91
jsr308-langtools.csv,1.0,0.95,0.97,0.69,0.65,0.08,0.97,0.88,0.27
rtb-team.csv,0.69,0.82,0.29,0.82,0.96,1.0,1.0,0.88,1.13
stemkit.csv,0.71,0.86,0.6,0.79,0.89,0.57,0.41,0.91,0.85
unimrcp.csv,0.42,0.8,0.57,0.62,0.46,0.42,0.75,0.82,0.53
utgb.csv,0.59,0.71,0.68,0.34,0.4,0.94,0.71,0.81,0.74
