,flylinkdc.csv,dvt.csv,rtb-team.csv,utgb.csv,unimrcp.csv,jsr308-langtools.csv,stemkit.csv,carabiner.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,5.0,21.0,0.0,0.0,14.0,11.0,8.0,5.0,0.0
carabiner.csv,1.0,2.0,3.0,0.0,16.0,0.0,16.0,2.0,1.0
dvt.csv,2.0,0.0,51.0,0.0,3.0,49.0,1.0,3.0,0.0
flylinkdc.csv,2.0,21.0,1.0,2.0,9.0,7.0,3.0,8.0,0.0
jsr308-langtools.csv,135.0,4.0,8.0,0.0,7.0,0.0,10.0,2.0,0.0
rtb-team.csv,0.0,2.0,0.0,0.0,1.0,49.0,77.0,8.0,0.0
stemkit.csv,2.0,1.0,1.0,1.0,15.0,0.0,0.0,8.0,0.0
unimrcp.csv,1.0,21.0,0.0,1.0,1.0,2.0,7.0,6.0,0.0
utgb.csv,5.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,1.0
