,flylinkdc.csv,dvt.csv,rtb-team.csv,utgb.csv,unimrcp.csv,jsr308-langtools.csv,stemkit.csv,carabiner.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.42,0.46,0.49,0.72,0.42,0.76,0.16,0.52,0.95
carabiner.csv,0.43,0.55,0.47,0.63,0.34,0.36,0.1,0.6,0.4
dvt.csv,0.42,0.59,0.0,0.25,0.35,0.0,0.19,0.31,0.65
flylinkdc.csv,0.58,0.44,0.45,0.61,0.43,0.78,0.14,0.41,0.63
jsr308-langtools.csv,0.0,0.09,0.39,0.7,0.5,0.95,0.15,0.49,0.84
rtb-team.csv,0.39,0.25,0.69,0.31,0.07,0.0,0.0,0.23,0.62
stemkit.csv,0.33,0.2,0.55,0.38,0.16,0.59,0.3,0.17,0.47
unimrcp.csv,0.58,0.4,0.48,0.57,0.53,0.73,0.12,0.33,0.69
utgb.csv,0.44,0.37,0.42,0.76,0.59,0.12,0.16,0.26,0.45
