,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv
autoopencas.csv,0.96,0.97,0.86,0.97
pcgen.csv,0.92,0.54,0.92,0.66
selenium.csv,0.49,0.85,0.39,0.47
tolven.csv,0.93,0.58,0.91,0.6
