,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.39,0.15,0.6,0.35
img-browse-sort.csv,0.66,0.51,0.41,0.7
pcsx2.csv,0.57,0.73,0.46,0.58
xstore.csv,0.7,0.66,0.51,0.63
