,nova.csv,crisscross.csv,mb-unit.csv,libopenmetaverse.csv,betoffice.csv,ldview.csv,mvdsv.csv,jitterbit.csv,tolven.csv,gwanted.csv,codepurge.csv,olex2.csv,elvishrayrenderer.csv
betoffice.csv,0.69,0.67,0.93,0.94,0.64,0.95,1.0,0.25,0.84,0.46,0.79,0.55,0.76
codepurge.csv,0.0,0.81,0.19,0.78,0.07,0.43,1.0,0.42,0.78,0.25,0.71,0.48,0.74
crisscross.csv,1.0,0.86,0.82,1.0,0.84,0.95,1.0,0.92,0.81,0.57,0.62,1.0,1.0
elvishrayrenderer.csv,0.08,0.43,0.36,0.81,0.07,0.29,1.0,0.2,0.92,0.11,0.04,0.28,0.74
gwanted.csv,0.08,0.52,0.51,0.19,0.11,0.29,0.67,0.49,0.35,0.64,0.33,0.53,0.41
jitterbit.csv,0.0,0.52,0.63,0.47,0.04,0.33,0.67,0.69,0.86,0.61,0.33,0.6,0.59
ldview.csv,0.85,0.86,0.4,0.83,0.4,0.76,1.0,0.47,0.78,0.36,0.21,0.78,0.79
libopenmetaverse.csv,1.0,0.86,0.98,0.56,1.0,0.86,1.0,0.93,0.95,1.0,0.92,1.0,0.71
mb-unit.csv,0.0,0.38,0.71,0.69,0.31,0.33,1.0,0.46,0.89,0.46,0.21,0.52,0.94
mvdsv.csv,0.23,0.0,0.06,0.19,0.16,0.29,1.0,0.15,0.03,0.11,0.0,0.07,0.09
nova.csv,0.85,0.67,0.51,0.5,0.71,0.48,0.0,0.62,0.38,0.46,0.54,0.67,0.62
olex2.csv,0.69,0.57,0.68,0.22,0.29,0.0,0.67,0.38,0.65,0.64,0.17,0.72,0.35
tolven.csv,0.62,0.38,0.46,0.36,0.13,0.33,0.67,0.37,0.78,0.43,0.33,0.72,0.38
