,f1,g,recall,precision,pf,wins
betoffice.csv,0.43,0.36,0.76,0.3,0.84,3
codepurge.csv,0.35,0.49,0.48,0.38,0.39,7
crisscross.csv,0.56,0.3,0.92,0.39,0.92,5
elvishrayrenderer.csv,0.27,0.24,0.29,0.38,0.28,1
gwanted.csv,0.46,0.44,0.41,0.51,0.18,11
jitterbit.csv,0.47,0.57,0.59,0.33,0.39,9
ldview.csv,0.49,0.55,0.78,0.46,0.42,12
libopenmetaverse.csv,0.45,0.24,0.95,0.29,0.94,2
mb-unit.csv,0.38,0.48,0.46,0.33,0.39,6
mvdsv.csv,0.16,0.13,0.11,0.52,0.03,0
nova.csv,0.36,0.49,0.54,0.29,0.6,4
olex2.csv,0.39,0.58,0.57,0.41,0.32,10
tolven.csv,0.44,0.43,0.38,0.55,0.26,8
