,nova.csv,crisscross.csv,mb-unit.csv,libopenmetaverse.csv,betoffice.csv,ldview.csv,mvdsv.csv,jitterbit.csv,tolven.csv,gwanted.csv,codepurge.csv,olex2.csv,elvishrayrenderer.csv
betoffice.csv,0.18,0.14,0.85,0.51,0.55,0.39,0.09,0.16,0.3,0.13,0.13,0.35,0.68
codepurge.csv,0.0,0.22,0.95,0.5,0.38,0.43,0.12,0.28,0.42,0.27,0.33,0.48,0.78
crisscross.csv,0.23,0.43,0.85,0.51,0.48,0.39,0.09,0.27,0.31,0.13,0.21,0.47,0.65
elvishrayrenderer.csv,0.5,0.2,0.91,0.45,0.6,0.26,0.09,0.35,0.38,0.12,0.03,0.4,0.83
gwanted.csv,0.5,0.38,0.85,0.78,0.36,0.55,0.4,0.51,0.68,0.43,0.26,0.68,0.67
jitterbit.csv,0.0,0.18,0.87,0.53,0.18,0.78,0.09,0.57,0.33,0.24,0.16,0.49,0.74
ldview.csv,0.34,0.22,0.9,0.53,0.47,0.52,0.1,0.46,0.43,0.2,0.19,0.62,0.75
libopenmetaverse.csv,0.23,0.15,0.86,0.65,0.5,0.38,0.12,0.27,0.29,0.17,0.15,0.47,0.65
mb-unit.csv,0.0,0.2,0.91,0.51,0.4,0.88,0.09,0.33,0.33,0.2,0.22,0.62,0.68
mvdsv.csv,0.19,0.0,0.95,0.58,0.5,0.86,0.75,0.52,0.25,0.11,0.0,0.8,0.75
nova.csv,0.55,0.19,0.85,0.47,0.52,0.29,0.0,0.23,0.26,0.22,0.11,0.46,0.66
olex2.csv,0.33,0.24,0.88,0.8,0.5,0.0,0.17,0.45,0.41,0.28,0.11,0.74,0.67
tolven.csv,0.36,0.4,0.89,0.5,0.6,0.7,0.13,0.55,0.59,0.26,0.18,0.62,0.68
