,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.55,0.41,0.82,0.69,0.87,0.69,0.53,0.64,0.75,0.67,0.8,0.94,0.75,0.67,0.83
chaperon.csv,0.5,0.62,0.46,0.53,0.94,0.64,0.6,0.41,0.89,0.81,0.56,0.48,0.52,0.8,0.45
co-ode-owl-plugins.csv,0.69,0.39,0.96,0.75,0.35,0.42,0.65,0.44,0.53,0.84,0.45,0.47,0.93,0.66,0.5
e-bio-flow.csv,0.89,0.35,0.93,0.55,0.56,0.49,0.86,0.69,0.57,0.67,0.57,0.64,0.92,0.76,0.9
free-evolution.csv,0.45,0.3,0.34,0.31,0.38,0.35,0.51,0.29,0.5,0.36,0.33,0.6,0.44,0.57,0.3
jaxlib.csv,0.83,0.64,0.85,0.75,0.42,0.82,0.91,0.75,0.56,0.39,0.88,0.46,0.71,0.47,0.75
jmonkeyengine.csv,0.45,0.42,0.56,0.65,0.4,0.48,0.54,0.83,0.45,0.35,0.71,0.37,0.45,0.47,0.38
jmule.csv,0.63,0.33,0.42,0.37,0.33,0.43,0.56,0.31,0.49,0.42,0.39,0.48,0.45,0.6,0.48
kaffeine.csv,0.34,0.31,0.35,0.33,0.28,0.31,0.38,0.3,0.37,0.33,0.36,0.36,0.31,0.42,0.33
nodal.csv,0.91,0.62,0.59,0.58,0.44,0.48,0.6,0.41,0.64,0.65,0.75,0.69,0.77,0.78,0.69
ogrehg.csv,0.7,0.38,0.67,0.53,0.65,0.45,0.51,0.4,0.77,0.9,0.45,0.42,0.75,0.66,0.8
onotoa.csv,0.7,0.41,0.96,0.78,0.44,0.67,0.51,0.47,0.83,0.86,0.77,0.43,0.89,0.65,0.5
papertoolkit.csv,0.47,0.73,0.55,0.9,0.86,0.61,0.54,0.35,0.5,0.91,0.45,0.66,0.79,0.92,0.58
