,pokeglobal.csv,robocode.csv,gogoego.csv,uwom-server.csv,algebsql.csv,jhotdraw.csv,autoopencas.csv,springside.csv,jam-daq.csv,trinitycore.csv
algebsql.csv,0.2,0.0,0.13,0.23,1.0,0.16,0.72,0.36,0.21,0.26
autoopencas.csv,0.25,0.4,0.2,0.5,0.11,0.31,0.96,0.1,0.09,0.52
gogoego.csv,0.3,0.2,0.9,0.25,0.11,0.25,0.46,0.36,0.36,0.28
jam-daq.csv,0.33,0.42,0.45,0.42,0.24,0.58,0.19,0.21,0.98,0.42
jhotdraw.csv,0.46,0.2,0.29,0.38,0.33,0.91,0.27,0.12,0.24,0.31
pokeglobal.csv,1.0,0.52,0.6,0.55,0.69,0.59,0.36,0.64,0.61,0.53
robocode.csv,0.55,0.97,0.53,0.58,0.07,0.43,0.48,0.39,0.46,0.55
springside.csv,0.64,0.4,0.63,0.63,0.66,0.65,0.51,0.96,0.66,0.64
trinitycore.csv,0.34,0.42,0.38,0.74,0.21,0.19,0.06,0.1,0.54,0.91
uwom-server.csv,0.5,0.45,0.48,0.96,0.27,0.56,0.11,0.19,0.71,0.91
