,pokeglobal.csv,robocode.csv,gogoego.csv,uwom-server.csv,algebsql.csv,jhotdraw.csv,autoopencas.csv,springside.csv,jam-daq.csv,trinitycore.csv
algebsql.csv,0.07,0.11,0.1,0.27,0.0,0.16,0.54,0.08,0.19,0.27
autoopencas.csv,0.31,0.68,0.26,0.42,0.23,0.32,0.0,0.23,0.13,0.43
gogoego.csv,0.38,0.14,0.0,0.19,0.14,0.18,0.39,0.06,0.11,0.17
jam-daq.csv,0.21,0.36,0.31,0.26,0.29,0.49,0.46,0.1,0.0,0.25
jhotdraw.csv,0.45,0.11,0.22,0.32,0.46,0.0,0.18,0.39,0.07,0.26
pokeglobal.csv,0.0,0.61,0.67,0.64,0.34,0.76,0.89,0.31,0.74,0.63
robocode.csv,0.24,0.0,0.55,0.65,0.31,0.41,0.5,0.28,0.19,0.69
springside.csv,0.34,0.68,0.53,0.61,0.71,0.68,0.8,0.02,0.59,0.61
trinitycore.csv,0.52,0.61,0.22,0.01,0.34,0.15,0.07,0.17,0.33,0.0
uwom-server.csv,0.76,0.64,0.42,0.0,0.37,0.38,0.16,0.18,0.44,0.01
