,pokeglobal.csv,robocode.csv,gogoego.csv,uwom-server.csv,algebsql.csv,jhotdraw.csv,autoopencas.csv,springside.csv,jam-daq.csv,trinitycore.csv
algebsql.csv,0.83,1.01,0.9,0.85,0.0,0.89,0.57,0.7,0.84,0.83
autoopencas.csv,0.84,0.88,0.87,0.67,0.94,0.79,0.05,0.95,0.94,0.65
gogoego.csv,0.82,0.84,0.12,0.81,0.92,0.81,0.69,0.7,0.7,0.78
jam-daq.csv,0.74,0.71,0.67,0.68,0.84,0.64,0.96,0.82,0.02,0.67
jhotdraw.csv,0.72,0.83,0.78,0.73,0.83,0.11,0.79,0.98,0.8,0.77
pokeglobal.csv,0.0,0.75,0.71,0.73,0.46,0.76,0.9,0.48,0.75,0.75
robocode.csv,0.54,0.04,0.7,0.72,0.99,0.72,0.72,0.71,0.61,0.75
springside.csv,0.5,0.88,0.62,0.66,0.71,0.69,0.82,0.05,0.63,0.65
trinitycore.csv,0.86,0.83,0.7,0.3,0.89,0.85,0.96,0.93,0.59,0.11
uwom-server.csv,0.82,0.83,0.69,0.05,0.84,0.59,0.92,0.86,0.51,0.11
