,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.24,0.0,0.23,0.29,0.29,0.08,0.56,0.13,0.78,0.28,0.14,0.21
dvt.csv,0.45,0.24,0.01,0.62,0.44,0.16,0.53,0.49,0.96,0.55,0.24,0.13
flylinkdc.csv,0.62,0.15,0.82,0.44,0.44,0.17,0.34,0.52,0.42,0.92,0.72,0.24
fulguro.csv,0.0,0.11,0.58,0.33,0.08,0.19,0.21,0.37,0.0,0.53,0.53,0.33
fw4spl.csv,0.38,0.2,0.3,0.26,0.28,0.32,0.21,0.47,0.05,0.51,0.2,0.17
ipfire-wall.csv,0.41,0.21,0.54,0.32,0.08,0.18,0.16,0.76,0.0,0.75,0.35,0.24
jruby.csv,0.41,0.16,0.9,0.17,0.0,0.15,0.0,0.0,0.89,0.81,0.76,0.0
ldview.csv,0.42,0.16,0.77,0.38,0.6,0.27,0.2,0.5,0.98,0.66,0.75,0.24
nuttx.csv,0.52,0.16,0.79,0.34,0.47,0.24,0.29,0.3,0.75,0.37,0.59,0.08
oorexx.csv,0.46,0.21,0.07,0.3,0.55,0.31,0.3,0.43,0.8,0.26,0.73,0.22
uclmda.csv,0.18,0.0,0.28,0.23,0.36,0.19,0.29,0.16,1.0,0.02,0.0,0.09
vdsf.csv,0.37,0.27,0.71,0.42,0.53,0.1,0.34,0.52,0.64,0.87,0.7,0.24
