,f1,g,recall,precision,pf,wins
ctrlr.csv,0.235,0.24000000000000002,0.20500000000000002,0.37,0.22499999999999998,2
dvt.csv,0.445,0.535,0.5349999999999999,0.39,0.38,11
flylinkdc.csv,0.44,0.44999999999999996,0.76,0.425,0.79,9
fulguro.csv,0.27,0.41,0.385,0.28,0.315,5
fw4spl.csv,0.27,0.32999999999999996,0.29000000000000004,0.33499999999999996,0.24,3
ipfire-wall.csv,0.28,0.37,0.35,0.315,0.31,4
jruby.csv,0.165,0.0,0.505,0.15000000000000002,0.46499999999999997,0
ldview.csv,0.45999999999999996,0.395,0.7749999999999999,0.335,0.84,7
nuttx.csv,0.355,0.36,0.33999999999999997,0.43,0.28500000000000003,8
oorexx.csv,0.305,0.46499999999999997,0.63,0.32,0.36,10
uclmda.csv,0.185,0.195,0.165,0.245,0.115,1
vdsf.csv,0.47,0.41500000000000004,0.705,0.31999999999999995,0.79,6
