,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.38,0.0,0.13,0.16,0.24,0.07,0.34,0.27,0.33,0.21,0.2,0.52
dvt.csv,0.64,0.25,0.03,0.3,0.59,0.14,0.39,0.59,0.5,0.37,0.32,0.75
flylinkdc.csv,0.21,0.98,0.77,0.89,0.38,0.83,0.73,0.43,0.67,1.0,1.0,0.81
fulguro.csv,0.01,0.53,0.56,0.14,0.05,0.51,0.37,0.46,0.0,0.26,0.44,0.24
fw4spl.csv,0.53,0.18,0.13,0.32,0.11,0.27,0.36,0.49,0.17,0.21,0.04,0.42
ipfire-wall.csv,0.22,0.37,0.59,0.2,0.08,0.25,0.42,0.22,0.17,0.42,0.44,0.42
jruby.csv,1.0,1.0,1.0,0.24,0.03,0.35,0.03,0.0,0.67,0.58,0.8,0.0
ldview.csv,0.98,1.0,0.82,0.86,0.32,0.5,0.1,0.89,1.0,0.58,0.88,0.7
nuttx.csv,0.25,0.02,0.49,0.17,0.32,0.14,0.15,0.59,0.5,0.32,0.36,0.16
oorexx.csv,0.61,0.05,0.05,0.36,0.57,0.36,0.32,0.78,0.83,0.16,0.36,0.57
uclmda.csv,0.32,0.01,0.1,0.04,0.54,0.16,0.14,0.46,0.0,0.0,0.0,0.13
vdsf.csv,0.79,0.11,0.95,0.79,0.57,0.38,0.8,0.89,0.67,0.95,0.92,0.68
