,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.21,0.0,0.83,0.38,0.36,0.11,0.44,0.17,0.98,0.84,0.38,0.13
dvt.csv,0.32,0.16,0.5,0.52,0.35,0.15,0.41,0.37,0.98,0.88,0.43,0.08
flylinkdc.csv,0.55,0.08,0.83,0.29,0.42,0.1,0.23,0.43,0.92,0.87,0.58,0.14
fulguro.csv,0.0,0.07,0.79,0.44,0.33,0.12,0.19,0.32,0.0,0.9,0.61,0.24
fw4spl.csv,0.29,0.14,0.87,0.26,0.5,0.23,0.19,0.38,0.8,0.92,0.8,0.11
ipfire-wall.csv,0.41,0.13,0.77,0.38,0.25,0.14,0.14,0.67,0.0,0.91,0.48,0.15
jruby.csv,0.26,0.09,0.83,0.2,0.0,0.1,0.0,0.0,0.97,0.89,0.63,0.0
ldview.csv,0.27,0.09,0.81,0.26,0.54,0.17,0.33,0.34,0.96,0.86,0.61,0.14
nuttx.csv,0.47,0.31,0.88,0.41,0.45,0.22,0.36,0.24,0.97,0.83,0.68,0.07
oorexx.csv,0.33,0.25,0.78,0.28,0.43,0.2,0.27,0.31,0.96,0.86,0.74,0.13
uclmda.csv,0.18,0.0,0.88,0.6,0.31,0.17,0.38,0.15,1.0,1.0,0.0,0.09
vdsf.csv,0.25,0.22,0.77,0.29,0.42,0.07,0.23,0.35,0.95,0.86,0.58,0.14
