,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.39,0.45,0.45,0.56,0.3,0.29,0.46,0.14,0.2,0.22,0.71,0.61,0.58,0.81,0.73,0.33,0.09,0.57
archive-crawler.csv,0.69,0.32,0.73,0.56,0.52,0.43,0.88,0.49,0.6,0.47,0.88,0.7,0.75,0.95,0.67,0.6,0.0,0.53
customwars.csv,0.27,0.73,0.36,0.89,0.15,0.57,0.35,0.37,1.0,0.31,0.47,0.39,0.25,0.62,0.17,0.33,0.27,0.43
gbif-providertoolkit.csv,0.68,0.39,0.5,0.33,0.87,0.71,0.6,0.76,0.8,0.83,0.65,0.48,0.58,0.38,0.88,0.67,0.14,0.37
gss.csv,0.74,0.86,0.82,1.0,0.65,0.93,0.73,0.61,0.8,0.61,0.94,0.65,0.33,0.76,0.58,0.6,0.86,0.77
heekscad.csv,0.78,0.68,0.45,0.78,0.85,0.79,0.62,0.59,0.8,0.83,0.76,0.61,0.46,0.57,0.48,0.81,0.23,0.37
ikvm.csv,0.57,0.71,0.86,0.44,0.63,0.64,0.62,0.43,1.0,0.58,0.41,0.83,0.58,0.29,0.31,0.69,0.64,0.83
jaxen.csv,0.79,0.89,0.68,1.0,0.63,1.0,0.71,0.9,1.0,0.75,0.94,0.78,0.54,0.95,0.75,0.73,0.68,0.8
jcae.csv,0.42,0.29,0.32,0.78,0.41,0.5,0.29,0.08,0.8,0.56,0.65,0.7,0.25,0.38,0.27,0.29,0.05,0.5
levent.csv,0.4,0.0,0.0,0.56,0.0,0.79,0.94,0.71,1.0,0.92,0.94,0.26,1.0,1.0,1.0,0.0,0.0,0.8
nicepress.csv,0.7,0.77,0.18,0.11,0.63,0.5,0.5,0.94,0.4,0.78,0.53,0.52,0.62,0.76,0.85,0.48,0.18,0.27
pnotepad.csv,0.65,0.91,0.77,1.0,0.72,0.86,0.79,0.67,1.0,0.78,1.0,0.7,0.71,0.76,0.79,0.81,0.55,0.7
qcad2.csv,0.39,0.68,0.59,0.89,0.5,0.29,0.79,0.61,0.6,0.33,0.94,0.87,0.96,1.0,0.88,0.4,0.09,0.87
qedo.csv,0.06,0.23,0.45,0.44,0.3,0.5,0.06,0.39,0.2,0.22,0.06,0.17,0.17,0.05,0.1,0.6,0.82,0.33
quarkplusplus.csv,0.4,0.18,0.5,1.0,0.67,0.43,0.73,0.16,1.0,0.61,0.47,0.61,0.62,0.43,0.79,0.56,0.18,0.37
sigil.csv,0.57,0.59,0.64,0.78,0.57,0.5,0.73,0.55,1.0,0.42,0.88,0.78,0.58,0.86,0.85,0.52,0.14,0.67
xcsoar.csv,0.65,0.71,0.41,0.89,0.35,0.71,0.77,0.39,0.8,0.53,0.82,0.87,0.46,0.57,0.63,0.21,0.23,0.5
xuggle.csv,0.65,0.93,0.64,0.89,0.72,0.64,0.31,0.41,0.8,0.61,0.35,0.7,0.62,0.67,0.54,0.54,0.82,0.57
