,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.46,0.13,0.15,0.13,0.06,0.36,0.4,0.38,0.06,0.24,0.06,0.1,0.13
e-bio-flow.csv,0.22,0.24,0.31,0.18,0.07,0.29,0.46,0.65,0.0,0.38,0.15,0.34,0.0
jas.csv,0.23,0.47,0.09,0.29,0.05,0.24,0.34,0.41,0.07,0.29,0.14,0.61,0.5
jbpm.csv,0.15,0.21,0.0,0.55,0.0,0.15,0.0,0.27,0.0,0.09,0.0,0.02,0.0
jgossipforum.csv,0.22,0.44,0.2,0.12,0.0,0.39,0.24,0.4,0.4,0.5,0.19,0.61,0.0
jmonkeyengine.csv,0.26,0.4,0.08,0.24,0.02,0.47,0.54,0.4,0.03,0.12,0.12,0.7,0.07
joustsim.csv,0.22,0.33,0.21,0.37,0.04,0.46,0.47,0.39,0.15,0.77,0.15,0.71,0.24
log4net.csv,0.35,0.24,0.36,0.19,0.27,0.22,0.0,0.41,0.0,0.46,0.25,0.28,0.0
ngl.csv,0.28,0.4,0.3,0.27,0.05,0.45,0.38,0.56,0.05,0.38,0.16,0.69,0.16
piccolo2d.csv,0.27,0.46,0.51,0.2,0.18,0.18,0.33,0.5,0.0,0.39,0.11,0.36,0.0
pustefix.csv,0.12,0.35,0.24,0.24,0.02,0.58,0.48,0.39,0.05,0.1,0.07,0.6,0.11
reaper3d.csv,0.21,0.48,0.1,0.1,0.0,0.28,0.23,0.44,0.05,0.2,0.28,0.46,0.26
sblim.csv,0.2,0.62,0.35,0.36,0.0,0.47,0.32,0.45,0.0,0.5,0.04,0.69,0.0
