,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.52,0.73,0.66,0.51,0.41,0.62,0.19,0.14,0.09,0.18,0.05,0.8
emulemorph.csv,0.02,0.04,0.0,0.8,0.0,0.05,0.19,0.01,0.09,0.3,0.11,0.13
fulguro.csv,0.61,0.38,0.42,0.56,0.32,0.38,0.68,0.52,0.4,0.53,0.58,0.49
fw4spl.csv,0.3,0.47,0.59,0.0,0.58,0.18,0.44,0.01,0.52,0.19,0.46,0.56
gnome-jabber.csv,0.47,0.62,0.61,0.84,0.5,0.3,0.49,0.63,0.67,0.38,0.39,0.68
ipfilter.csv,0.61,0.5,0.44,0.57,0.57,0.43,0.44,0.0,0.92,0.76,0.67,0.52
ipfire-wall.csv,0.5,0.29,0.33,0.51,0.84,0.34,0.29,0.2,0.58,0.56,0.57,0.51
libmesh.csv,0.42,0.51,0.49,0.36,0.19,0.69,0.59,0.02,0.11,0.48,0.44,0.32
rockbox.csv,0.15,0.3,0.59,0.38,0.62,0.18,0.17,0.2,0.0,0.07,0.6,0.77
soar.csv,0.29,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.37,0.0,0.0
tencompetence.csv,0.44,0.06,0.12,0.5,0.44,0.57,0.61,0.38,0.16,0.78,0.31,0.0
xbrlapi.csv,0.67,0.06,0.37,0.75,0.54,0.27,0.46,0.0,0.31,0.29,0.57,0.42
