,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.5,0.85,0.18,0.06,0.3,0.4,0.83,0.92,0.75,0.49,0.1,0.51
emulemorph.csv,1.0,1.0,0.0,0.14,0.0,1.0,0.83,1.0,1.0,0.77,0.08,1.0
fulguro.csv,0.55,0.68,0.11,0.07,0.29,0.31,0.69,0.95,0.94,0.7,0.23,0.41
fw4spl.csv,0.58,0.81,0.25,0.0,0.37,0.27,0.47,1.0,0.68,0.47,0.11,0.41
gnome-jabber.csv,0.53,0.78,0.2,0.11,0.33,0.28,0.58,0.98,0.8,0.55,0.11,0.47
ipfilter.csv,0.54,0.72,0.11,0.07,0.42,0.29,0.52,0.95,0.96,0.77,0.16,0.38
ipfire-wall.csv,0.5,0.85,0.16,0.06,0.59,0.28,0.52,1.0,0.89,0.71,0.19,0.53
libmesh.csv,0.49,0.72,0.11,0.04,0.12,0.55,0.59,1.0,0.67,0.62,0.09,0.21
rockbox.csv,0.56,0.79,0.18,0.13,0.48,0.2,0.52,1.0,0.0,0.26,0.15,0.62
soar.csv,0.5,0.75,0.13,0.05,0.33,0.36,0.8,0.95,0.71,0.64,0.12,0.37
tencompetence.csv,0.63,0.5,0.04,0.06,0.54,0.37,0.6,0.92,1.0,0.84,0.23,0.0
xbrlapi.csv,0.66,0.86,0.19,0.1,0.56,0.3,0.56,0.0,1.0,0.6,0.2,0.88
