,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.8,0.61,0.72,0.78,0.66,0.96,0.95,0.91,0.76,0.67,0.76,0.52,0.59,0.87,0.98,0.48,1.04,0.56,0.66,0.67
arcallians.csv,0.61,0.59,0.42,0.29,0.39,0.99,1.03,0.54,0.65,0.73,0.56,0.73,0.62,0.63,0.66,0.57,0.85,0.49,0.59,0.84
arianne.csv,0.4,0.92,1.0,0.87,1.0,0.61,0.97,1.0,0.74,0.95,1.0,1.0,0.97,0.94,0.99,0.72,0.98,0.79,0.83,0.71
aztec.csv,0.82,0.64,0.84,0.64,0.53,0.32,0.68,0.54,0.7,0.61,0.49,0.57,0.84,0.57,0.84,0.77,0.52,0.46,0.58,0.59
biopax.csv,0.98,0.86,1.0,0.96,0.98,1.0,0.98,1.0,1.0,0.84,0.93,0.79,1.0,0.99,1.0,0.17,1.0,0.71,1.0,1.0
bl-toolkit.csv,0.72,1.01,0.29,0.85,1.0,0.98,0.56,1.0,0.77,1.0,1.0,1.0,0.83,0.81,1.0,0.96,0.57,0.58,0.98,0.86
clamav.csv,0.64,0.55,0.72,0.72,0.71,0.9,0.57,0.66,0.54,0.34,0.71,0.56,0.51,0.67,0.7,0.79,0.61,0.48,0.7,0.46
crux-framework.csv,0.71,0.88,0.79,0.86,0.81,0.97,0.88,0.54,0.87,0.68,0.85,0.74,0.8,0.77,0.89,0.94,0.11,0.74,0.84,0.72
gnupdate.csv,0.57,0.77,0.73,0.37,0.71,0.99,0.82,0.68,0.77,0.61,0.27,0.61,0.74,0.63,0.79,0.6,0.61,0.53,0.64,1.0
jmule.csv,0.57,0.7,0.45,0.28,0.53,0.45,0.93,0.99,0.78,0.53,0.46,0.58,0.56,0.59,1.0,0.42,0.85,0.75,0.37,0.19
mbse.csv,0.76,0.69,0.83,1.0,0.8,1.03,0.55,0.43,0.73,0.73,0.71,0.65,0.7,0.64,0.69,0.87,0.54,0.6,0.63,0.73
mplayer-ce.csv,0.72,0.61,0.74,0.83,0.86,0.97,0.81,0.5,0.9,0.75,0.5,0.61,0.7,0.81,0.55,0.81,0.98,0.95,0.75,0.64
ng4j.csv,0.68,0.52,0.59,0.29,0.52,0.71,0.58,0.55,0.59,0.57,0.39,0.67,0.56,0.55,0.72,0.43,0.51,0.57,0.28,0.2
ns-3-dev-def-routing.csv,0.67,0.58,0.67,0.29,0.49,0.44,0.76,0.98,0.69,0.6,0.71,0.77,0.69,0.49,0.93,0.4,0.76,0.73,0.6,1.0
openxava.csv,0.71,0.61,0.87,0.99,0.89,0.83,0.4,0.6,0.76,0.56,0.74,0.73,0.61,0.69,0.71,0.91,0.5,0.7,0.62,0.72
phonon-vlc-mplayer.csv,0.78,0.5,0.73,0.25,0.64,1.0,0.97,1.0,0.54,0.81,0.5,0.68,0.58,0.56,0.93,0.54,0.55,0.54,0.56,1.0
qgis.csv,0.69,0.48,0.86,0.37,0.61,1.0,0.96,1.0,0.61,0.85,1.0,1.0,0.72,0.59,1.0,0.33,0.62,0.7,0.59,1.0
vars-redux.csv,0.68,0.6,1.0,0.65,0.65,0.75,0.56,1.0,0.4,0.75,1.0,0.95,0.63,0.7,1.0,0.57,0.61,0.44,0.61,0.53
xamj.csv,0.84,0.82,0.87,0.93,0.67,0.85,0.55,0.94,0.74,0.71,0.97,0.75,0.55,0.84,0.65,0.65,0.68,0.39,0.97,0.97
yafdotnet.csv,0.64,0.52,0.78,0.75,0.69,0.83,0.58,0.47,0.85,0.85,0.68,0.64,0.39,0.65,0.69,0.69,0.81,0.45,0.58,0.83
