,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.6,0.63,0.74,0.46,0.67,0.09,0.2,0.41,0.63,0.54,0.32,0.69,0.6,0.57,0.63,0.68,0.04,0.53,0.36,0.66
arcallians.csv,0.59,0.62,0.77,0.67,0.74,0.14,0.11,0.45,0.54,0.36,0.47,0.43,0.6,0.56,0.47,0.85,0.06,0.53,0.44,0.27
arianne.csv,0.71,0.65,0.82,0.44,0.68,0.2,0.17,0.4,0.62,0.52,0.32,0.77,0.58,0.55,0.62,0.82,0.05,0.48,0.43,0.62
aztec.csv,0.29,0.55,0.27,0.48,0.66,0.36,0.19,0.45,0.42,0.48,0.43,0.61,0.26,0.52,0.58,0.39,0.08,0.55,0.43,0.54
biopax.csv,0.67,0.67,0.82,0.42,0.68,0.14,0.2,0.4,0.59,0.53,0.32,0.7,0.58,0.56,0.62,0.91,0.05,0.52,0.4,0.62
bl-toolkit.csv,0.61,0.49,0.84,0.28,0.69,0.13,0.25,0.4,0.57,0.53,0.32,0.77,0.58,0.42,0.62,0.44,0.07,0.48,0.39,0.66
clamav.csv,0.54,0.6,0.45,0.35,0.65,0.08,0.24,0.47,0.57,0.7,0.28,0.68,0.59,0.51,0.57,0.36,0.08,0.54,0.33,0.65
crux-framework.csv,0.42,0.24,0.35,0.2,0.38,0.11,0.21,0.45,0.22,0.46,0.3,0.73,0.3,0.33,0.58,0.13,0.33,0.34,0.21,0.41
gnupdate.csv,0.61,0.59,0.42,0.6,0.71,0.14,0.12,0.4,0.62,0.48,0.63,0.58,0.59,0.5,0.32,0.66,0.08,0.5,0.44,0.62
jmule.csv,0.61,0.63,0.75,0.68,0.72,0.32,0.17,0.4,0.64,0.54,0.47,0.66,0.63,0.61,0.62,0.74,0.06,0.51,0.59,0.86
mbse.csv,0.43,0.52,0.3,0.14,0.6,0.08,0.26,0.53,0.59,0.48,0.27,0.73,0.57,0.47,0.48,0.27,0.08,0.48,0.38,0.66
mplayer-ce.csv,0.66,0.71,0.78,0.42,0.67,0.09,0.22,0.47,0.55,0.36,0.45,0.69,0.45,0.55,0.57,0.85,0.05,0.47,0.39,0.61
ng4j.csv,0.47,0.63,0.59,0.67,0.63,0.27,0.25,0.45,0.64,0.53,0.49,0.52,0.61,0.56,0.49,0.73,0.1,0.49,0.67,0.85
ns-3-dev-def-routing.csv,0.49,0.55,0.76,0.67,0.72,0.26,0.16,0.4,0.47,0.5,0.3,0.6,0.48,0.61,0.61,0.81,0.05,0.41,0.41,0.0
openxava.csv,0.44,0.53,0.23,0.06,0.19,0.09,0.35,0.4,0.35,0.58,0.25,0.67,0.49,0.41,0.42,0.17,0.09,0.39,0.38,0.6
phonon-vlc-mplayer.csv,0.34,0.62,0.82,0.71,0.5,0.0,0.19,0.4,0.58,0.29,0.43,0.57,0.53,0.55,0.62,0.63,0.08,0.49,0.5,0.0
qgis.csv,0.46,0.64,0.39,0.63,0.53,0.0,0.18,0.0,0.56,0.24,0.0,0.0,0.48,0.53,0.01,0.82,0.06,0.39,0.42,0.0
vars-redux.csv,0.59,0.65,0.82,0.48,0.49,0.12,0.29,0.4,0.7,0.58,0.32,0.77,0.61,0.58,0.62,0.6,0.08,0.57,0.43,0.62
xamj.csv,0.67,0.58,0.78,0.21,0.58,0.12,0.26,0.4,0.54,0.55,0.09,0.64,0.6,0.46,0.47,0.61,0.08,0.62,0.38,0.63
yafdotnet.csv,0.67,0.63,0.36,0.31,0.57,0.1,0.24,0.51,0.6,0.24,0.33,0.52,0.68,0.5,0.43,0.48,0.05,0.56,0.42,0.63
