,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.49,0.49,0.37,0.27,0.19,1.0
lazarus-ccr.csv,1.0,0.42,0.41,0.23,0.11,0.93
lcfizvtop.csv,0.42,0.5,0.4,0.38,0.91,0.87
migen.csv,0.67,1.0,0.5,0.4,0.08,0.87
mvnforum.csv,0.38,0.52,1.0,0.67,1.0,0.94
plplot.csv,0.43,0.49,0.24,1.0,0.23,0.88
