,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,1.0,0.85,0.89,0.95,1.0,0.99
lazarus-ccr.csv,1.0,0.47,0.61,0.24,0.36,0.73
lcfizvtop.csv,0.67,0.44,0.22,0.24,0.91,0.56
migen.csv,0.25,1.0,0.44,0.19,0.09,0.37
mvnforum.csv,0.12,0.35,0.89,0.1,0.09,0.11
plplot.csv,0.88,0.71,0.56,0.9,0.27,0.68
