,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.69,0.53,0.91,0.7,0.74,0.84,0.73,0.85,0.88,0.8,0.93,0.62,0.88,0.74,0.65,0.98,0.85,0.54,0.89,0.83
etherboot.csv,1.0,1.0,0.9,0.57,1.0,0.8,1.0,0.76,0.65,1.0,0.7,1.0,0.91,0.82,0.75,0.97,1.0,0.63,1.0,1.0
gebr.csv,0.94,0.79,0.68,0.84,0.99,0.78,0.69,1.0,0.86,0.86,1.0,1.0,0.4,0.82,0.98,0.6,0.98,0.95,1.0,0.98
gpac.csv,0.98,1.0,0.96,0.75,0.97,0.85,0.79,0.85,0.98,0.48,0.97,0.66,0.88,0.98,0.69,0.63,0.76,1.09,0.99,0.78
gstreamer.csv,0.61,0.68,0.64,0.73,0.64,0.6,0.61,0.67,0.76,0.84,1.0,0.67,0.51,0.77,0.63,0.45,0.54,0.8,0.42,0.83
kml.csv,0.82,0.68,0.89,0.99,0.78,0.49,0.89,0.87,0.98,0.98,1.0,0.79,0.45,0.9,0.81,0.32,0.66,0.93,0.99,0.97
ktc.csv,0.33,0.65,0.45,0.52,0.54,0.85,0.4,0.66,0.64,0.7,0.58,0.44,0.56,0.51,0.51,0.45,0.48,0.68,0.45,0.51
mbse.csv,0.56,0.54,0.57,0.51,0.71,0.75,0.6,0.65,0.8,0.68,1.0,0.44,0.56,0.72,0.63,0.82,0.59,0.62,0.63,0.61
miranda.csv,0.54,1.0,0.54,0.91,1.0,0.78,0.78,0.61,0.59,0.95,0.93,0.76,1.0,0.47,0.61,0.94,0.99,0.91,1.0,0.49
neoengine.csv,0.53,0.96,0.42,0.51,0.73,0.47,0.56,0.53,0.65,0.92,0.66,1.0,0.53,0.39,0.55,0.63,0.68,0.78,0.81,0.89
nicepress.csv,0.56,0.76,0.91,0.53,0.49,0.64,0.47,0.29,0.83,0.95,0.65,1.0,0.75,0.8,0.56,0.83,0.74,0.89,0.7,0.84
omseek.csv,0.87,1.0,0.92,0.96,0.85,1.0,0.85,0.92,0.83,0.98,0.89,0.95,0.84,0.91,0.49,0.97,0.83,0.63,0.96,0.83
pcsx2.csv,0.58,0.54,0.51,0.56,0.69,0.68,0.47,0.6,0.63,0.63,0.66,1.0,0.55,0.67,0.45,0.51,0.45,1.02,0.49,0.83
plplot.csv,0.66,0.9,0.66,0.84,0.72,0.5,0.76,0.66,0.56,0.98,0.97,1.0,0.55,0.38,0.62,0.88,0.94,1.03,0.99,0.66
rosegarden.csv,0.46,0.55,0.68,0.59,0.62,0.76,0.36,0.53,0.62,0.62,0.86,0.73,0.58,0.48,0.58,0.63,0.55,0.71,0.48,0.64
smarttag.csv,0.53,0.66,0.89,0.52,0.78,0.68,0.64,0.56,0.74,0.82,0.53,0.88,0.77,0.77,0.58,0.65,0.59,0.92,0.87,0.6
vapor.csv,1.0,1.0,0.43,1.0,0.59,0.96,1.0,1.0,1.0,1.0,1.0,0.92,1.0,0.66,0.65,1.0,1.0,1.08,1.0,1.0
wxjs.csv,0.98,1.0,0.97,1.0,1.0,0.91,0.99,0.97,0.96,0.98,1.0,1.0,1.0,0.95,1.0,0.94,0.99,0.21,1.0,1.0
zorannt.csv,0.68,0.48,0.77,0.42,0.71,0.58,0.86,0.78,1.0,0.62,0.68,0.75,0.88,0.76,0.61,0.42,0.81,0.43,0.71,0.75
zscreen.csv,0.44,0.81,0.51,0.46,0.47,0.3,0.46,0.62,0.64,0.85,0.76,0.52,0.59,0.57,0.46,0.86,0.5,1.0,0.91,0.72
